"FORMULARIO";"C_001_01";"C_001_02";"C_001_03";"C_001_04";"C_001_05";"C_001_06";"C_001_07";"C_001_08";"C_001_09";"C_001_10";"C_001_11";"C_001_12";"C_001_13";"C_001_77";"C_001_77_A";"C_001_77_B";"C_001_77_C";"C_001_PLACA";"C_001_88";"F_EXP"
"1803";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;35,45
"1805";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;45,03
"1807";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;31,78
"1808";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;39,35
"1810";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;48,62
"1811";0;0;0;0;0;0;0;0;0;0;1;1;0;0;"0";"0";"0";0;0;70,73
"1812";0;0;0;2;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";2;0;33,82
"1813";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";1;0;37,87
"1814";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;202,07
"1815";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;17,61
"1816";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;18,70
"1817";0;0;0;1;0;0;0;0;0;0;1;0;0;;;;;1;0;245,45
"1818";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;5,40
"1819";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;20,71
"1821";0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;2;0;79,08
"1822";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;12,39
"1823";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;19,05
"1824";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;22,19
"1825";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;90,88
"1827";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;79,22
"1828";0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;0;45,71
"1829";0;0;0;1;0;0;0;0;0;0;1;0;0;;;;;1;0;25,50
"1830";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;100,37
"1832";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";0;0;241,20
"1833";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;44,48
"1834";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;145,39
"1835";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";0;0;89,04
"1836";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;304,49
"1838";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;428,46
"1839";0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;0;20,71
"1840";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;25,50
"1841";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;55,62
"1842";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;28,07
"1843";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;53,50
"1844";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;10,62
"1845";1;0;0;0;0;0;0;0;0;0;0;2;0;;;;;1;0;10,48
"1846";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;32,25
"1847";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;32,25
"1848";0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;0;29,45
"1849";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";0;0;21,16
"1850";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";;"0";1;0;13,35
"1851";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;13,84
"1852";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;21,16
"1853";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;18,36
"1854";0;0;0;0;0;0;0;0;0;0;0;2;0;;;;;0;0;33,56
"1855";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;37,13
"1856";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"00";"0";"0";1;0;30,75
"1857";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;81,05
"1858";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;75,08
"1859";0;0;0;1;0;0;0;0;0;0;0;1;0;;;;;1;0;100,71
"1860";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;94,77
"1861";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;94,77
"1862";0;0;0;0;0;0;0;0;0;0;1;1;0;;;;;0;0;34,50
"1863";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;16,71
"1864";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;29,53
"1865";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;38,63
"1866";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;21,37
"1867";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;36,93
"1868";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;62,48
"1869";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";"0";"0";0;0;41,59
"1870";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";"0";"0";1;0;32,93
"1871";0;0;0;0;0;0;0;0;0;0;0;1;0;0;"0";"0";"00";0;0;32,93
"1872";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;46,47
"1873";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;11,33
"1874";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;11,33
"1875";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;419,69
"1876";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;12,77
"1877";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;15,20
"1878";0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;0;15,20
"1879";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";0;0;24,53
"1880";;;;;;;;;;;;;;;;;;;0;19,87
"1881";0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;22,20
"1882";0;0;0;1;0;0;0;0;0;0;1;1;0;;;;;1;0;17,53
"1883";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;15,39
"1884";0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;0;22,20
"1885";0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;0;42,01
"1886";0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;29,53
"1887";1;0;0;0;0;0;0;0;0;0;1;0;0;;;;;1;0;45,86
"1888";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;112,01
"1889";2;0;0;0;0;0;0;0;0;0;0;0;0;;"0";"0";"0";2;0;118,09
"1890";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;42,01
"1891";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;31,85
"1892";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;30,69
"1893";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;29,53
"1894";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;20,86
"1895";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;79,06
"1896";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;79,08
"1897";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;24,18
"1898";0;0;0;1;0;0;0;0;0;;;;;;;;;1;0;29,59
"1899";0;0;0;3;0;0;0;0;0;0;0;0;0;;;;;3;0;99,58
"1900";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";;"0";1;0;32,87
"1901";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;195,46
"1902";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;15,45
"1903";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;17,61
"1904";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;129,92
"1905";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;285,28
"1906";0;0;0;2;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";2;0;20,82
"1907";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;105,94
"1908";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;206,34
"1909";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;38,13
"1910";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;31,78
"1911";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;120,49
"1912";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;64,39
"1913";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;28,61
"1914";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;60,34
"1915";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;96,85
"1916";0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;2;0;51,76
"1917";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;51,44
"1918";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;14,60
"1919";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;55,34
"1920";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;28,84
"1921";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;31,21
"1922";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;64,56
"1923";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;81,11
"1924";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;113,07
"1925";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;140,79
"1926";;;;;;;;;;;;;;;;;;;0;66,68
"1927";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;77,57
"1929";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;74,81
"1930";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;19,78
"1931";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;103,44
"1933";0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;2;0;48,62
"1934";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;53,26
"1935";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;484,02
"1937";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;41,30
"1938";0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;2;0;28,60
"1941";0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;0;52,50
"1942";0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;1;0;9,91
"1943";0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;0;38,39
"1944";0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;0;58,24
"1945";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;48,42
"1946";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;116,66
"1947";0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;2;0;19,35
"1948";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;19,35
"1949";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;71,38
"1950";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;61,99
"1951";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;30,00
"1952";0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;0;109,46
"1953";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;49,20
"1954";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;64,79
"1956";0;0;0;3;0;0;0;0;0;0;0;0;0;;;;;3;0;66,87
"1957";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;19,84
"1958";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";;"00";0;0;36,74
"1959";;;;;;;;;;;;;;;;;;;0;36,55
"1962";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;48,35
"1963";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;48,35
"1964";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;31,21
"1967";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;123,14
"1969";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;85,00
"1970";0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;2;0;147,75
"1971";;;;;;;;;;;;;;;;;;;0;81,74
"1972";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;64,78
"1973";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;12,62
"1975";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;53,52
"1976";0;1;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;10,69
"1977";0;0;0;1;0;0;0;0;0;0;1;0;0;;;;;1;0;13,81
"1978";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;50,93
"1979";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;85,00
"1980";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;22,65
"1981";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;47,13
"1982";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;18,68
"1983";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;21,81
"1984";0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;2;0;25,17
"1985";;;;;;;;;;;;;;;;;;;0;16,86
"1986";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;66,00
"1987";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;17,96
"1989";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;50,38
"1990";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;103,24
"1992";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;62,69
"1993";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;15,29
"1994";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;24,24
"1995";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;22,65
"1996";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;32,36
"1997";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;50,79
"2000";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;11,40
"2001";0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;0;45,86
"2002";0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;2;0;74,11
"2004";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;1;127,60
"2006";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;16,41
"2007";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;45,14
"2008";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";;0;0;45,14
"2009";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;51,47
"2011";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;17,96
"2012";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;58,93
"2014";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";0;0;20,89
"2015";1;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";2;0;13,19
"2016";0;0;0;2;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";2;0;103,24
"2017";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"00";"0";"0";1;0;382,59
"2018";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;47,13
"2019";0;0;0;3;0;0;0;0;0;0;0;0;0;;;;;3;0;17,70
"2020";0;0;0;1;0;0;0;0;0;0;0;0;0;0;;"00";"0";1;0;71,44
"2021";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;58,18
"2022";0;0;0;1;0;0;0;0;0;0;1;1;0;;;;;1;0;58,86
"2023";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";"0";"0";1;0;196,70
"2025";0;0;0;2;0;0;0;0;0;0;2;0;0;0;"0";"0";"0";2;0;69,45
"2026";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";"00";"0";1;0;14,44
"2027";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"00";"0";"0";1;0;50,93
"2029";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";"00";"00";0;0;66,00
"2030";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;45,86
"2031";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;13,29
"2032";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;23,26
"2033";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;30,62
"2034";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;3,98
"2035";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;27,35
"2036";0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;2;0;84,02
"2037";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";;"0";0;0;81,74
"2038";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";"0";"0";1;0;96,67
"2039";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";0;0;160,24
"2040";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";0;0;107,20
"2041";1;1;0;0;0;0;0;0;0;0;0;1;0;;;;;2;0;28,83
"2042";2;0;0;1;0;0;0;0;0;0;0;0;0;;;;;3;0;28,82
"2043";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;20,14
"2044";1;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";2;0;20,14
"2045";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;12,33
"2046";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;12,80
"2047";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;62,24
"2048";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";;0;0;96,67
"2049";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;175,58
"2050";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";1;0;114,02
"2051";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"00";"00";1;0;22,23
"2053";2;0;0;2;0;0;0;0;0;0;0;0;0;;;;;4;0;27,32
"2055";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;71,44
"2056";0;0;0;0;0;0;0;0;0;0;3;0;0;0;"00";"0";"0";0;0;46,21
"2057";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";0;0;200,49
"2058";0;0;0;0;0;0;0;0;0;0;2;0;0;0;"000";"0";"0";0;0;123,97
"2059";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;36,26
"2060";1;0;0;0;0;0;0;0;0;0;0;2;0;;;;;1;0;59,75
"2062";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;23,50
"2063";2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;2;0;59,15
"2064";1;0;0;0;0;0;0;0;0;0;2;0;0;0;"0";"0";"0";1;0;126,70
"2065";0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;2;0;64,30
"2066";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";"00";"0";0;0;38,52
"2067";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;71,44
"2068";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";;"0";1;0;160,32
"2069";1;0;0;0;0;0;0;0;0;0;0;1;0;;;;;1;0;62,71
"2070";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;121,94
"2071";0;0;0;0;0;0;0;0;0;0;1;1;0;;;;;0;0;30,79
"2072";1;0;0;0;0;0;0;0;0;0;0;2;0;0;"0";"0";"0";1;0;27,92
"2073";1;0;0;1;0;0;0;0;0;0;1;1;0;0;"0";"0";"00";2;0;24,45
"2074";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";1;0;364,87
"2075";0;0;0;0;0;0;0;0;0;0;0;1;0;0;"0";"0";"00";0;0;69,02
"2076";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;35,85
"2078";0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;0;49,03
"2079";1;0;0;1;0;0;0;0;0;0;1;0;0;;;;;2;0;170,83
"2080";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"00";"0";"0";1;0;72,62
"2081";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;32,62
"2082";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;15,49
"2083";0;0;0;0;0;0;0;0;0;0;5;1;0;0;"0";"0";"0";0;0;30,97
"2084";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"000";"00";"0";1;0;27,45
"2085";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";0;0;85,89
"2086";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;114,02
"2087";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";;1;0;83,73
"2088";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;26,69
"2090";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";0;0;30,33
"2091";0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;0;74,75
"2092";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;31,83
"2093";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;183,24
"2094";1;0;0;0;0;0;0;0;0;0;0;1;0;;;;;1;0;27,35
"2095";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";1;0;13,08
"2096";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"00";1;0;12,90
"2097";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;79,46
"2098";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;79,42
"2099";0;0;0;1;0;0;0;0;0;0;1;0;0;0;;"0";"0";1;0;83,73
"2100";2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;2;0;22,23
"2101";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;27,31
"2102";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;12,80
"2103";0;1;0;0;0;0;0;0;0;0;0;1;0;0;"0";"0";"0";1;0;12,90
"2104";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;11,78
"2105";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;59,58
"2106";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;109,78
"2108";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;39,00
"2109";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;28,99
"2110";0;1;0;0;0;0;0;0;0;0;1;0;0;0;"1";"0";"0";1;0;34,90
"2111";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";"0";"0";1;0;58,02
"2112";0;0;0;2;0;0;0;0;0;0;0;0;0;0;"0";;"0";2;0;62,18
"2113";0;0;0;2;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";2;0;61,45
"2114";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;58,86
"2115";0;0;0;1;0;0;0;0;0;0;0;1;0;0;"0";"0";"0";1;0;58,18
"2117";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;67,02
"2119";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;62,71
"2120";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;24,87
"2121";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";1;0;23,50
"2122";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;48,49
"2125";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";"00";"0";1;0;34,47
"2126";1;0;0;0;0;0;0;0;0;0;1;2;0;0;"0";"0";"0";1;0;47,65
"2128";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";;1;0;28,75
"2129";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;42,04
"2130";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;64,83
"2131";0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;2;0;37,87
"2132";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"000";"0";"0";1;0;13,35
"2133";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";1;0;30,75
"2134";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;63,69
"2135";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;81,05
"2137";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;39,39
"2138";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";1;0;25,29
"2139";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;36,93
"2140";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;94,77
"2141";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"00";"0";"00";1;0;14,34
"2142";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;9,90
"2143";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";0;0;51,42
"2146";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;47,65
"2148";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;32,29
"2149";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";0;0;41,46
"2151";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;9,90
"2153";0;0;0;0;0;0;0;0;0;0;0;0;0;0;;"0";"00";0;0;12,86
"2154";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;35,93
"2155";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"00";"00";"0";1;0;30,75
"2156";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";0;0;55,79
"2157";0;0;0;0;0;0;0;0;0;0;1;0;0;0;"0";"0";"0";0;0;39,39
"2158";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;96,20
"2159";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;64,83
"2160";0;0;0;0;0;0;0;0;0;0;0;;0;0;"0";;"00";0;0;9,32
