FORMULARIO;ID_000;ID_003;ID_004;ID_005;ID_006;ID_008_HH;ID_008_MM;ID_008_A;A_003;A_004;A_005;A_006;A_007;A_008;Municipio;Comuna;Estrato;F_EXP
2452;1572;242;3;01-16-3147;10/8/2017 0:00:00;10;30;a. m.;1;1;1;1;2;2;Pereira;Villa Santana;1;33,74
2453;1572;242;3;01-16-3147;10/8/2017 0:00:00;11;0;a. m.;1;3;1;2;1;1;Pereira;Villa Santana;1;35,41
2454;9147;242;3;01-16-3147;10/8/2017 0:00:00;11;30;a. m.;1;1;1;1;3;3;Pereira;Villa Santana;1;32,06
2455;1572;242;1;01-16-3198;10/8/2017 0:00:00;10;50;a. m.;1;1;1;1;2;2;Pereira;Villa Santana;1;44,84
2456;1572;242;1;01-16-3198;10/8/2017 0:00:00;11;55;a. m.;1;3;1;1;3;3;Pereira;Villa Santana;1;41,86
2457;1572;242;1;01-16-3198;10/8/2017 0:00:00;10;45;a. m.;1;3;1;1;5;5;Pereira;Villa Santana;1;35,91
2458;1572;190;2;01-19-1924;9/8/2017 0:00:00;3;53;p. m.;1;1;2;1;3;3;Pereira;San Joaquin;2;53,71
2459;1572;242;3;01-16-3147;11/8/2017 0:00:00;12;5;p. m.;1;3;1;1;1;1;Pereira;Villa Santana;1;35,41
2460;1572;177;3;01-20-0687;12/8/2017 0:00:00;9;50;a. m.;1;3;3;1;4;4;Pereira;Perla de Otun;3;17,68
2461;1572;249;1;01-16-0051;16/8/2017 0:00:00;10;45;a. m.;1;1;1;1;7;7;Pereira;Villa Santana;1;27,89
2462;1572;249;2;01-16-0036;10/8/2017 0:00:00;12;30;p. m.;1;3;1;1;3;3;Pereira;Villa Santana;1;68,62
2463;9147;250;3;01-16-5011;17/8/2017 0:00:00;11;0;a. m.;1;3;1;1;4;4;Pereira;Villa Santana;1;42,83
2464;9147;250;5;01-16-5010;17/8/2017 0:00:00;11;30;a. m.;1;3;1;1;3;3;Pereira;Villa Santana;1;72,70
2465;9147;255;3;01-16-5105;18/8/2017 0:00:00;11;30;a. m.;1;1;1;1;4;4;Pereira;Villa Santana;1;64,13
2466;1572;246;3;01-16-3206;16/8/2017 0:00:00;11;32;a. m.;1;3;1;1;3;3;Pereira;Villa Santana;1;99,72
2467;9147;246;2;01-16-3168;16/8/2017 0:00:00;10;57;a. m.;1;1;1;1;5;5;Pereira;Villa Santana;1;53,53
2468;1572;246;3;01-16-3206;16/8/2017 0:00:00;11;59;a. m.;1;3;1;1;2;2;Pereira;Villa Santana;1;123,28
2469;9147;255;1;01-16-5102;18/8/2017 0:00:00;11;46;a. m.;1;1;1;1;4;4;Pereira;Villa Santana;1;73,18
2470;1572;246;1;01-16-3200;16/8/2017 0:00:00;10;25;a. m.;1;1;1;1;3;3;Pereira;Villa Santana;1;30,17
2471;1572;644;2;02-25-0849;12/8/2017 0:00:00;12;15;p. m.;1;3;3;1;2;1;Dosquebradas;Dosquebradas 2;3;291,68
2472;9147;254;3;01-16-5071;18/8/2017 0:00:00;2;53;p. m.;1;1;1;2;2;2;Pereira;Villa Santana;1;46,23
2473;1572;191;5;01-19-1885;19/8/2017 0:00:00;10;55;a. m.;1;1;2;1;1;1;Pereira;San Joaquin;2;25,90
2474;2443;647;2;02-25-0989;24/8/2017 0:00:00;11;30;a. m.;1;3;4;1;4;4;Dosquebradas;Dosquebradas 2;4;260,47
2475;9147;647;1;02-25-0990;24/8/2017 0:00:00;11;15;a. m.;1;3;4;1;3;3;Dosquebradas;Dosquebradas 2;4;112,79
2476;1572;646;5;02-25-1041;29/8/2017 0:00:00;12;10;p. m.;2;2;3;1;3;3;Dosquebradas;Dosquebradas 2;3;216,13
2477;9147;644;1;02-25-0852;24/8/2017 0:00:00;11;38;a. m.;1;2;3;1;2;2;Dosquebradas;Dosquebradas 2;3;145,36
2478;9147;251;2;01-16-0092;17/8/2017 0:00:00;12;14;p. m.;1;1;1;1;3;2;Pereira;Villa Santana;1;78,60
2479;9147;251;3;01-16-0098;17/8/2017 0:00:00;12;50;p. m.;1;1;1;1;2;2;Pereira;Villa Santana;1;104,68
2480;9147;251;3;01-16-0098;17/8/2017 0:00:00;1;30;p. m.;1;1;1;1;3;3;Pereira;Villa Santana;1;87,88
2481;9147;255;2;01-16-5116;18/8/2017 0:00:00;11;0;a. m.;1;1;1;1;4;4;Pereira;Villa Santana;1;30,38
2482;1572;9;1;01-02-0378;16/8/2017 0:00:00;4;0;p. m.;1;3;3;1;4;3;Pereira;Rio Otun;3;214,57
2483;1572;165;5;01-21-4680;12/8/2017 0:00:00;12;41;p. m.;1;3;2;1;3;3;Pereira;El Rocio;2;305,13
2484;1572;158;5;01-21-4475;15/8/2017 0:00:00;3;50;p. m.;1;2;4;1;3;2;Pereira;El Rocio;4;150,34
2485;9147;155;5;01-21-4442;15/8/2017 0:00:00;4;40;p. m.;1;3;4;1;4;3;Pereira;El Rocio;4;86,87
2486;9147;22;2;01-04-0512;17/8/2017 0:00:00;2;54;p. m.;1;1;4;1;3;3;Pereira;Centro;4;288,26
2488;9147;10;3;01-02-0482;11/8/2017 0:00:00;5;30;p. m.;1;3;3;1;2;2;Pereira;Rio Otun;3;65,54
2489;9147;10;4;01-02-0362;17/8/2017 0:00:00;6;15;p. m.;1;1;3;1;4;4;Pereira;Rio Otun;3;57,51
2490;1572;607;1;03-23-0202;25/8/2017 0:00:00;11;50;a. m.;1;3;2;1;3;3;La Virginia;La Virginia;2;32,49
2491;9147;156;4;01-21-4428;15/8/2017 0:00:00;3;50;p. m.;1;5;4;1;4;4;Pereira;El Rocio;4;29,16
2492;1572;28;2;01-04-0626;16/8/2017 0:00:00;3;15;p. m.;1;3;3;1;1;1;Pereira;Centro;3;126,33
2493;1572;28;4;01-04-3250;16/8/2017 0:00:00;5;5;p. m.;1;3;3;1;2;2;Pereira;Centro;3;54,42
2494;9147;30;2;01-02-0389;17/8/2017 0:00:00;4;55;p. m.;1;3;2;2;4;4;Pereira;Rio Otun;2;76,18
2495;9147;30;5;01-02-0462;18/8/2017 0:00:00;3;10;p. m.;1;3;2;1;8;7;Pereira;Rio Otun;2;37,72
2496;NA;30;5;01-02-0462;18/8/2017 0:00:00;2;30;p. m.;1;1;2;1;3;2;Pereira;Rio Otun;2;56,55
2498;1572;7;3;01-02-3267;16/8/2017 0:00:00;3;35;p. m.;2;1;3;1;1;1;Pereira;Rio Otun;3;26,22
2499;9147;9;4;01-02-0619;17/8/2017 0:00:00;3;45;p. m.;1;3;3;1;2;2;Pereira;Rio Otun;3;72,01
2500;9147;3;4;01-02-3483;18/9/2017 0:00:00;2;40;p. m.;2;1;2;1;5;5;Pereira;Rio Otun;2;54,42
2501;9147;28;5;01-04-3222;18/8/2017 0:00:00;3;30;p. m.;2;3;3;1;1;1;Pereira;Centro;3;43,75
2502;9147;28;2;01-04-0626;16/8/2017 0:00:00;3;0;p. m.;1;3;3;1;3;2;Pereira;Centro;3;190,89
2503;9147;28;4;01-04-3250;16/8/2017 0:00:00;5;0;p. m.;1;3;3;1;3;3;Pereira;Centro;3;62,49
2504;9147;25;4;01-04-0743;17/8/2017 0:00:00;4;0;p. m.;2;3;5;1;1;1;Pereira;Centro;5;26,82
2505;9147;30;2;01-02-0389;17/8/2017 0:00:00;5;0;p. m.;1;3;2;1;2;2;Pereira;Rio Otun;2;88,56
2506;9147;13;1;01-02-0443;18/8/2017 0:00:00;5;0;p. m.;1;1;4;1;2;2;Pereira;Rio Otun;4;78,16
2507;9147;11;4;01-02-0475;18/8/2017 0:00:00;5;0;p. m.;1;3;3;1;2;2;Pereira;Rio Otun;3;72,38
2508;2443;602;4;03-23-0045;23/8/2017 0:00:00;2;30;p. m.;1;1;3;1;3;3;La Virginia;La Virginia;3;216,06
2509;9147;602;4;03-23-0045;23/8/2017 0:00:00;3;0;p. m.;1;3;2;1;1;1;La Virginia;La Virginia;2;245,76
2510;9147;603;3;03-23-0154;23/8/2017 0:00:00;4;45;p. m.;1;1;1;1;2;2;La Virginia;La Virginia;1;213,64
2511;9147;11;3;01-02-0459;18/8/2017 0:00:00;3;0;p. m.;1;3;3;1;4;3;Pereira;Rio Otun;3;139,99
2512;9147;79;3;01-14-0921;15/8/2017 0:00:00;4;0;p. m.;1;1;3;1;4;3;Pereira;Boston;3;40,95
2513;9147;79;4;01-14-0926;15/8/2017 0:00:00;2;30;p. m.;1;3;3;1;6;6;Pereira;Boston;3;74,38
2515;9147;108;2;01-12-1667;12/8/2017 0:00:00;10;15;a. m.;1;3;4;1;2;2;Pereira;San Nicolas;4;103,87
2516;9147;72;3;01-14-1017;12/8/2017 0:00:00;12;30;p. m.;1;3;1;1;4;4;Pereira;Boston;1;29,53
2517;9147;77;4;01-14-0649;12/8/2017 0:00:00;9;30;a. m.;2;3;3;1;5;5;Pereira;Boston;3;18,79
2518;9147;77;4;01-14-0649;12/8/2017 0:00:00;10;20;a. m.;1;1;3;1;3;3;Pereira;Boston;3;17,75
2519;9147;77;4;01-14-0649;12/8/2017 0:00:00;11;0;a. m.;1;5;3;1;4;4;Pereira;Boston;3;18,27
2520;9147;77;4;01-14-0649;12/8/2017 0:00:00;12;38;p. m.;1;3;3;1;4;4;Pereira;Boston;3;18,27
2521;9147;77;2;01-14-1098;12/8/2017 0:00:00;11;0;a. m.;1;1;3;1;2;2;Pereira;Boston;3;87,14
2522;9147;77;5;01-14-0987;12/8/2017 0:00:00;12;8;p. m.;1;1;3;1;1;1;Pereira;Boston;3;93,77
2523;9147;77;3;01-14-0645;12/8/2017 0:00:00;9;10;a. m.;1;1;3;2;2;2;Pereira;Boston;3;30,17
2524;9147;77;3;01-14-0645;12/8/2017 0:00:00;12;15;a. m.;1;1;3;1;4;4;Pereira;Boston;3;32,57
2525;9147;77;3;01-14-0645;12/8/2017 0:00:00;10;15;a. m.;1;3;3;1;4;4;Pereira;Boston;3;32,57
2526;9147;77;5;01-14-0987;12/8/2017 0:00:00;11;30;a. m.;1;1;3;1;1;1;Pereira;Boston;3;93,77
2527;9147;78;5;01-14-0905;12/8/2017 0:00:00;10;0;a. m.;1;3;3;1;5;5;Pereira;Boston;3;67,99
2528;9147;78;5;01-14-0905;12/8/2017 0:00:00;10;45;a. m.;1;1;3;1;5;5;Pereira;Boston;3;67,99
2529;9147;78;5;01-14-0905;12/8/2017 0:00:00;12;30;p. m.;1;1;3;1;5;5;Pereira;Boston;3;67,99
2530;9147;78;1;01-14-0533;12/8/2017 0:00:00;9;30;a. m.;1;1;3;1;1;1;Pereira;Boston;3;46,55
2531;9147;78;1;01-14-0533;12/8/2017 0:00:00;10;10;a. m.;1;3;3;1;6;6;Pereira;Boston;3;58,42
2532;9147;77;1;01-14-0987;12/8/2017 0:00:00;11;15;p. m.;1;3;3;1;6;5;Pereira;Boston;3;30,30
2534;9147;78;4;01-14-0897;12/8/2017 0:00:00;9;0;a. m.;1;1;3;1;3;2;Pereira;Boston;3;71,40
2535;9147;78;4;01-14-0897;12/8/2017 0:00:00;12;30;p. m.;1;1;3;1;2;2;Pereira;Boston;3;67,72
2536;9147;78;3;01-14-0913;12/8/2017 0:00:00;10;0;a. m.;1;1;3;1;3;3;Pereira;Boston;3;152,30
2537;9147;78;3;01-14-0913;12/8/2017 0:00:00;11;0;a. m.;1;1;3;1;3;3;Pereira;Boston;3;152,30
2538;9147;78;5;01-14-0905;12/8/2017 0:00:00;12;0;p. m.;1;3;3;1;3;3;Pereira;Boston;3;61,89
2539;9147;59;2;01-08-1623;17/8/2017 0:00:00;2;25;p. m.;1;1;3;1;4;4;Pereira;Oriente;3;24,92
2540;9147;59;5;01-08-1636;17/8/2017 0:00:00;6;45;p. m.;1;3;3;1;5;4;Pereira;Oriente;3;72,89
2541;9147;64;1;01-08-3778;18/8/2017 0:00:00;9;36;a. m.;1;3;2;1;5;5;Pereira;Oriente;2;19,83
2542;9147;64;1;01-08-3778;18/8/2017 0:00:00;10;50;a. m.;1;3;2;1;6;6;Pereira;Oriente;2;40,15
2543;9147;64;3;01-08-1250;18/8/2017 0:00:00;12;15;p. m.;1;1;2;1;2;2;Pereira;Oriente;2;62,32
2544;9147;79;3;01-14-0921;15/8/2017 0:00:00;3;45;p. m.;1;3;3;1;2;2;Pereira;Boston;3;37,65
2545;9147;79;4;01-14-0926;15/8/2017 0:00:00;4;45;p. m.;1;1;3;1;3;3;Pereira;Boston;3;64,68
2546;9147;80;5;01-14-1148;16/8/2017 0:00:00;4;0;p. m.;1;1;3;1;2;2;Pereira;Boston;3;15,38
2547;9147;57;3;01-08-2814;17/8/2017 0:00:00;2;40;p. m.;1;3;3;1;5;5;Pereira;Oriente;3;47,62
2548;9147;57;3;01-08-2814;17/8/2017 0:00:00;3;10;p. m.;2;3;3;1;3;3;Pereira;Oriente;3;44,55
2549;9147;60;3;01-08-1621;17/8/2017 0:00:00;4;50;a. m.;1;3;3;1;1;1;Pereira;Oriente;3;22,40
2550;9147;79;4;01-14-0926;15/8/2017 0:00:00;5;56;p. m.;1;1;3;1;2;2;Pereira;Boston;3;61,45
2551;9147;79;4;01-14-0926;15/8/2017 0:00:00;2;10;p. m.;1;3;3;1;5;5;Pereira;Boston;3;71,15
2552;9147;80;3;01-14-0927;16/8/2017 0:00:00;1;40;p. m.;1;1;3;1;3;3;Pereira;Boston;3;46,33
2553;9147;59;2;01-08-1623;17/8/2017 0:00:00;2;40;p. m.;1;1;3;1;4;4;Pereira;Oriente;3;24,92
2554;9147;59;2;01-08-1623;17/8/2017 0:00:00;2;12;p. m.;1;1;3;1;5;5;Pereira;Oriente;3;25,54
2555;9147;208;1;01-01-3566;11/8/2017 0:00:00;2;58;p. m.;1;3;2;1;4;4;Pereira;Del Caf<e9>;2;25,75
2556;9147;209;1;01-01-3509;11/8/2017 0:00:00;4;45;p. m.;1;3;2;1;4;4;Pereira;Del Caf<e9>;2;38,08
2558;9147;209;5;01-01-3651;12/8/2017 0:00:00;11;30;a. m.;1;3;2;1;3;3;Pereira;Del Caf<e9>;2;63,87
2559;9147;210;3;01-01-3481;12/8/2017 0:00:00;12;45;a. m.;1;5;2;3;4;4;Pereira;Del Caf<e9>;2;54,64
2560;9147;206;3;01-01-3668;10/8/2017 0:00:00;3;0;p. m.;1;1;2;1;4;4;Pereira;Del Caf<e9>;2;79,75
2561;9147;207;3;01-01-3553;10/8/2017 0:00:00;4;0;p. m.;1;1;2;1;2;2;Pereira;Del Caf<e9>;2;29,63
2562;9147;207;3;01-01-3553;10/8/2017 0:00:00;4;20;p. m.;1;3;2;1;3;3;Pereira;Del Caf<e9>;2;31,00
2564;9147;208;2;01-01-3745;11/8/2017 0:00:00;2;50;p. m.;1;3;2;1;4;4;Pereira;Del Caf<e9>;2;127,88
2566;9147;209;1;01-01-3509;11/8/2017 0:00:00;5;40;p. m.;1;1;2;1;3;3;Pereira;Del Caf<e9>;2;36,29
2567;9147;209;3;01-01-8006;11/8/2017 0:00:00;5;15;p. m.;1;3;2;1;4;4;Pereira;Del Caf<e9>;2;54,64
2569;9147;207;4;01-01-3361;10/8/2017 0:00:00;5;30;p. m.;1;3;2;1;4;4;Pereira;Del Caf<e9>;2;140,28
2570;9147;210;1;01-01-3357;12/8/2017 0:00:00;11;50;a. m.;1;1;2;1;4;4;Pereira;Del Caf<e9>;2;38,08
2572;9147;49;1;01-09-0176;17/8/2017 0:00:00;3;30;p. m.;2;1;3;1;1;1;Pereira;Villavicencio;3;49,27
2573;9147;208;3;01-01-8010;11/8/2017 0:00:00;3;6;p. m.;1;3;2;1;4;3;Pereira;Del Caf<e9>;2;50,32
2574;9147;172;5;01-20-2788;9/8/2017 0:00:00;2;30;p. m.;1;1;2;1;3;3;Pereira;Perla de Otun;2;162,50
2575;9147;206;3;01-01-3668;10/8/2017 0:00:00;4;0;p. m.;1;3;2;1;4;4;Pereira;Del Caf<e9>;2;79,75
2576;9147;207;2;01-01-3666;10/8/2017 0:00:00;4;30;p. m.;1;3;2;1;3;3;Pereira;Del Caf<e9>;2;51,47
2577;9147;208;1;01-01-3566;11/8/2017 0:00:00;2;30;p. m.;1;1;2;1;4;4;Pereira;Del Caf<e9>;2;25,75
2578;1572;208;5;01-01-8008;11/8/2017 0:00:00;4;30;p. m.;1;3;2;1;4;4;Pereira;Del Caf<e9>;2;16,86
2579;9147;209;2;01-01-8001;11/8/2017 0:00:00;3;15;p. m.;1;3;2;1;2;2;Pereira;Del Caf<e9>;2;24,92
2580;9147;209;5;01-01-3651;12/8/2017 0:00:00;11;0;a. m.;1;3;2;1;3;3;Pereira;Del Caf<e9>;2;63,87
2581;9147;210;1;01-01-3357;12/8/2017 0:00:00;12;0;p. m.;1;1;2;1;5;5;Pereira;Del Caf<e9>;2;39,86
2582;9147;50;2;01-09-0204;18/8/2017 0:00:00;11;10;a. m.;1;3;3;1;3;3;Pereira;Villavicencio;3;62,19
2583;1572;210;2;01-01-3513;12/8/2017 0:00:00;12;30;p. m.;1;1;2;1;3;3;Pereira;Del Caf<e9>;2;29,28
2586;9147;170;3;01-20-2533;8/8/2017 0:00:00;5;20;p. m.;1;1;2;1;5;5;Pereira;Perla de Otun;2;35,47
2588;9147;90;1;01-11-0355;15/8/2017 0:00:00;4;8;p. m.;1;4;4;1;5;4;Pereira;Universidad;4;93,33
2589;9147;90;2;01-11-0354;15/8/2017 0:00:00;6;0;p. m.;1;1;4;1;3;3;Pereira;Universidad;4;64,16
2590;9147;99;4;01-11-0265;18/8/2017 0:00:00;11;45;a. m.;2;3;6;1;2;2;Pereira;Universidad;6;27,87
2591;9147;99;4;01-11-0265;18/8/2017 0:00:00;9;45;a. m.;2;1;6;1;1;1;Pereira;Universidad;6;27,87
2594;9147;209;1;01-01-3509;11/8/2017 0:00:00;4;34;p. m.;1;1;2;1;3;3;Pereira;Del Caf<e9>;2;36,29
2595;9147;206;2;01-01-3669;10/8/2017 0:00:00;2;50;p. m.;1;1;2;1;3;3;Pereira;Del Caf<e9>;2;74,11
2596;9147;207;1;01-01-0116;10/8/2017 0:00:00;3;30;p. m.;1;1;2;1;2;2;Pereira;Del Caf<e9>;2;79,33
2597;9147;207;1;01-01-0116;10/8/2017 0:00:00;3;45;p. m.;1;1;2;1;2;2;Pereira;Del Caf<e9>;2;79,33
2598;9147;208;2;01-01-3745;11/8/2017 0:00:00;2;50;p. m.;1;3;2;1;4;3;Pereira;Del Caf<e9>;2;127,88
2599;9147;208;3;01-01-8010;11/8/2017 0:00:00;3;20;p. m.;1;1;2;1;3;3;Pereira;Del Caf<e9>;2;47,54
2600;2443;239;5;01-18-1845;9/8/2017 0:00:00;5;0;p. m.;1;1;2;1;5;5;Pereira;El Oso;2;49,53
2601;2443;206;1;01-01-3670;10/8/2017 0:00:00;2;0;p. m.;1;3;2;1;5;5;Pereira;Del Caf<e9>;2;24,24
2602;1572;206;3;01-01-3668;10/8/2017 0:00:00;3;0;p. m.;1;3;2;1;3;2;Pereira;Del Caf<e9>;2;74,11
2603;2443;207;2;01-01-3666;10/8/2017 0:00:00;4;0;p. m.;1;1;2;1;3;3;Pereira;Del Caf<e9>;2;51,47
2604;1572;54;1;01-09-0187;18/8/2017 0:00:00;9;40;p. m.;1;3;3;1;3;3;Pereira;Villavicencio;3;25,17
2606;2443;208;3;01-01-8010;10/8/2017 0:00:00;3;0;p. m.;1;3;2;1;3;2;Pereira;Del Caf<e9>;2;47,54
2608;1572;210;2;01-01-3513;12/8/2017 0:00:00;11;40;a. m.;1;3;2;1;1;1;Pereira;Del Caf<e9>;2;26,81
2610;2443;210;1;01-01-3357;12/8/2017 0:00:00;12;26;p. m.;1;1;2;1;2;2;Pereira;Del Caf<e9>;2;34,51
2611;2443;131;1;01-10-1892;11/8/2017 0:00:00;2;0;p. m.;1;3;4;1;3;3;Pereira;Olimpica;4;15,81
2612;2443;136;3;01-10-4592;11/8/2017 0:00:00;6;40;p. m.;1;3;4;1;4;4;Pereira;Olimpica;4;15,15
2613;9147;164;4;01-21-4491;12/8/2017 0:00:00;10;40;a. m.;1;3;2;1;5;5;Pereira;El Rocio;2;161,03
2614;2443;156;4;01-21-4428;15/8/2017 0:00:00;2;45;p. m.;1;3;4;1;3;2;Pereira;El Rocio;4;27,90
2615;2443;7;1;01-02-3425;16/8/2017 0:00:00;3;15;p. m.;1;5;3;1;2;2;Pereira;Rio Otun;3;85,57
2616;2443;7;2;01-02-3728;16/8/2017 0:00:00;4;20;p. m.;2;3;3;1;2;1;Pereira;Rio Otun;3;29,30
2618;2443;127;1;01-10-4617;11/8/2017 0:00:00;3;59;p. m.;1;3;5;1;2;2;Pereira;Olimpica;5;20,96
2619;1572;148;4;01-17-1429;18/8/2017 0:00:00;4;30;p. m.;1;3;2;1;4;4;Pereira;El Poblado;2;36,81
2623;9147;143;3;01-17-1044;12/8/2017 0:00:00;11;41;a. m.;1;3;3;1;4;4;Pereira;El Poblado;3;34,98
2624;2443;143;5;01-17-1001;12/8/2017 0:00:00;1;41;p. m.;1;1;3;1;2;2;Pereira;El Poblado;3;56,32
2625;8739;145;1;01-17-4408;17/8/2017 0:00:00;4;31;p. m.;1;3;4;1;4;4;Pereira;El Poblado;4;5,79
2626;2443;141;1;01-17-0958;15/8/2017 0:00:00;3;40;p. m.;1;1;3;1;1;1;Pereira;El Poblado;3;14,38
2627;8739;141;1;01-17-0958;15/8/2017 0:00:00;4;52;p. m.;1;3;3;1;4;4;Pereira;El Poblado;3;16,67
2628;9147;140;5;01-17-1284;12/8/2017 0:00:00;10;57;a. m.;1;3;4;1;4;4;Pereira;El Poblado;4;39,36
2629;9147;140;4;01-17-0990;12/8/2017 0:00:00;11;30;a. m.;1;3;4;1;3;2;Pereira;El Poblado;4;13,82
2630;9147;145;1;01-17-4408;17/8/2017 0:00:00;4;7;p. m.;1;1;4;1;4;4;Pereira;El Poblado;4;5,79
2631;9147;148;5;01-17-1425;19/8/2017 0:00:00;10;36;a. m.;1;3;2;1;4;4;Pereira;El Poblado;2;39,87
2632;2443;36;3;02-25-0519;23/8/2017 0:00:00;2;15;p. m.;1;1;2;1;3;2;Dosquebradas;Dosquebradas 2;2;188,57
2633;9147;145;2;01-17-4407;17/8/2017 0:00:00;3;20;p. m.;2;1;4;1;1;1;Pereira;El Poblado;4;7,64
2634;9147;141;3;01-17-0952;15/8/2017 0:00:00;2;35;p. m.;1;3;3;1;3;2;Pereira;El Poblado;3;28,19
2635;9147;141;3;01-17-0952;15/8/2017 0:00:00;3;10;p. m.;1;1;3;1;2;2;Pereira;El Poblado;3;26,08
2636;2443;143;5;01-17-1001;16/8/2017 0:00:00;4;35;p. m.;1;1;3;1;6;5;Pereira;El Poblado;3;90,17
2637;2443;37;3;01-15-2278;9/8/2017 0:00:00;3;32;p. m.;1;1;3;1;4;4;Pereira;Cuba;3;124,69
2638;2443;37;1;01-15-2277;9/8/2017 0:00:00;3;20;p. m.;1;3;3;1;2;2;Pereira;Cuba;3;8,49
2639;2443;40;4;01-15-2259;9/8/2017 0:00:00;4;30;p. m.;1;3;3;1;6;6;Pereira;Cuba;3;35,62
2640;2443;205;1;01-01-3431;10/8/2017 0:00:00;3;30;p. m.;2;3;2;1;2;2;Pereira;Del Caf<e9>;2;114,92
2641;2443;179;2;01-19-4695;10/8/2017 0:00:00;4;47;p. m.;1;1;5;1;2;2;Pereira;San Joaquin;5;308,13
2642;2443;190;2;01-19-1924;9/8/2017 0:00:00;3;25;p. m.;1;1;2;1;2;2;Pereira;San Joaquin;2;50,49
2643;2443;37;1;01-15-2277;9/8/2017 0:00:00;3;0;p. m.;1;3;3;1;1;1;Pereira;Cuba;3;8,66
2644;2443;38;3;01-15-2240;9/8/2017 0:00:00;5;55;p. m.;1;2;3;1;1;1;Pereira;Cuba;3;10,97
2645;8739;200;3;01-01-3265;11/8/2017 0:00:00;4;20;p. m.;1;2;1;1;1;1;Pereira;Del Caf<e9>;1;67,46
2646;2443;205;3;01-01-3684;10/8/2017 0:00:00;2;55;p. m.;1;1;2;1;3;3;Pereira;Del Caf<e9>;2;106,26
2647;2443;219;1;01-13-2651;9/8/2017 0:00:00;4;30;p. m.;1;1;2;1;1;1;Pereira;Consota;2;163,93
2648;2443;204;4;01-01-3691;10/8/2017 0:00:00;5;42;p. m.;2;3;2;1;3;3;Pereira;Del Caf<e9>;2;74,11
2649;2443;204;4;01-01-3691;11/8/2017 0:00:00;2;43;p. m.;2;3;2;1;3;3;Pereira;Del Caf<e9>;2;74,11
2650;2443;205;3;01-01-3684;10/8/2017 0:00:00;3;0;p. m.;1;3;2;1;2;2;Pereira;Del Caf<e9>;2;96,55
2651;9147;205;4;01-01-3540;10/8/2017 0:00:00;4;18;p. m.;1;1;2;1;2;2;Pereira;Del Caf<e9>;2;68,48
2652;9147;204;4;01-01-3691;10/8/2017 0:00:00;5;25;p. m.;1;3;2;1;2;2;Pereira;Del Caf<e9>;2;68,48
2653;2443;205;5;01-01-3685;10/8/2017 0:00:00;3;7;p. m.;1;3;2;1;3;3;Pereira;Del Caf<e9>;2;127,60
2654;2443;205;4;01-01-3540;10/8/2017 0:00:00;4;37;p. m.;1;3;2;1;3;3;Pereira;Del Caf<e9>;2;74,11
2656;9147;144;1;01-17-1389;16/8/2017 0:00:00;2;45;p. m.;1;1;3;1;2;1;Pereira;El Poblado;3;60,39
2657;9147;144;3;01-17-1310;16/8/2017 0:00:00;3;35;p. m.;1;3;3;1;3;3;Pereira;El Poblado;3;86,22
2658;9147;144;5;01-17-0937;16/9/2017 0:00:00;6;30;p. m.;1;1;3;1;3;3;Pereira;El Poblado;3;298,52
2659;2443;145;1;01-17-4408;17/8/2017 0:00:00;3;40;p. m.;1;3;4;1;5;5;Pereira;El Poblado;4;29,45
2660;9147;145;3;01-17-4401;17/8/2017 0:00:00;5;10;p. m.;1;3;4;1;3;3;Pereira;El Poblado;4;29,80
2661;9147;145;3;01-17-4401;17/8/2017 0:00:00;5;45;p. m.;1;1;4;1;2;2;Pereira;El Poblado;4;26,62
2663;2443;148;4;01-17-1429;18/8/2017 0:00:00;3;55;p. m.;1;3;2;1;4;4;Pereira;El Poblado;2;36,81
2664;NA;148;5;01-17-1425;18/8/2017 0:00:00;5;40;p. m.;1;3;2;1;3;3;Pereira;El Poblado;2;59,23
2665;2443;144;1;01-17-1389;16/8/2017 0:00:00;2;43;p. m.;1;1;3;1;2;2;Pereira;El Poblado;3;60,39
2667;2443;142;4;01-17-0983;16/8/2017 0:00:00;5;0;p. m.;1;3;3;1;4;4;Pereira;El Poblado;3;18,46
2668;8739;144;4;01-17-1064;16/8/2017 0:00:00;6;25;p. m.;1;3;3;1;2;2;Pereira;El Poblado;3;42,57
2669;9147;144;4;01-17-1064;17/8/2017 0:00:00;2;30;p. m.;1;1;3;1;3;3;Pereira;El Poblado;3;47,74
2670;9575;144;4;01-17-1064;17/8/2017 0:00:00;3;13;p. m.;1;1;3;1;2;2;Pereira;El Poblado;3;42,57
2672;8739;148;3;01-17-1432;18/8/2017 0:00:00;2;56;p. m.;1;1;2;1;4;4;Pereira;El Poblado;2;103,94
2673;9147;149;3;01-17-1422;18/8/2017 0:00:00;3;23;p. m.;1;1;2;1;7;7;Pereira;El Poblado;2;28,72
2674;9147;141;1;01-17-0958;15/8/2017 0:00:00;3;45;p. m.;1;1;3;1;2;2;Pereira;El Poblado;3;15,14
2675;2443;87;3;01-11-0173;15/8/2017 0:00:00;5;15;p. m.;2;3;4;1;4;3;Pereira;Universidad;4;52,49
2688;9147;635;2;02-25-0830;23/8/2017 0:00:00;4;52;p. m.;1;1;2;1;2;2;Dosquebradas;Dosquebradas 2;2;226,45
2689;9147;636;2;02-25-0555;23/8/2017 0:00:00;1;50;p. m.;1;5;2;1;5;5;Dosquebradas;Dosquebradas 2;2;324,28
