"FORMULARIO";"C_002";"C_003";"C_004";"C_005";"C_006";"C_007";"C_008";"C_009";"F_EXP"
"2784";1;4;1;"66001";2012;1;1;0,00;47,16
"2784";2;4;1;"66001";2012;1;1;0,00;47,16
"2785";1;1;1;"17001";2015;1;1;0,00;191,66
"2788";1;1;1;"11001";1985;1;1;0,00;45,00
"2788";2;4;1;"11001";2010;1;1;0,00;45,00
"2788";3;4;1;"11001";2011;1;1;0,00;45,00
"2789";1;4;1;"66170";2009;1;1;0,00;42,17
"2791";1;1;1;"66001";2016;1;1;0,00;120,00
"2793";1;1;1;"66001";2015;1;1;0,00;47,50
"2793";2;4;1;"66001";9999;1;1;0,00;47,50
"2794";1;1;1;"66001";2013;1;1;0,00;29,16
"2795";1;4;1;"63001";2008;1;1;0,00;29,16
"2798";1;4;1;"66001";2018;1;1;0,00;114,75
"2800";1;4;1;"66001";2015;1;1;0,00;32,01
"2803";1;1;1;"66001";2013;1;3;60000,00;167,43
"2803";2;4;1;"66001";2017;1;1;0,00;167,43
"2806";1;4;1;"66001";2012;1;1;0,00;326,19
"2807";1;4;1;"66170";2009;1;1;0,00;326,19
"2808";1;1;1;"66001";2015;1;3;50000,00;414,39
"2808";2;4;1;"66001";2011;1;3;20000,00;414,39
"2809";1;1;1;"76147";2001;1;1;0,00;414,39
"2811";1;1;1;"63130";2000;1;1;0,00;247,55
"2811";2;4;1;"66170";2010;1;1;0,00;247,55
"2812";1;1;1;"17001";2012;1;4;50000,00;46,51
"2813";1;4;1;"66001";2013;1;1;0,00;128,26
"2814";1;4;1;"66001";2007;1;1;0,00;128,26
"2814";2;4;1;"66001";2005;1;1;0,00;128,26
"2816";1;4;1;"05001";2009;1;1;0,00;352,99
"2825";1;4;1;"66001";2012;1;1;0,00;26,65
"2828";1;1;2;"66001";2012;1;1;0,00;60,26
"2829";1;1;1;"66001";1998;1;1;0,00;60,26
"2829";2;4;1;"66001";2014;1;1;0,00;60,26
"2835";1;1;1;"66001";2014;1;1;0,00;7,15
"2836";1;1;3;"66001";2018;1;1;0,00;7,02
"2838";1;1;1;"66001";2011;1;1;0,00;88,88
"2840";1;4;1;"66001";9999;1;1;0,00;6,58
"2843";1;4;1;"66170";2007;1;1;0,00;55,46
"2845";1;1;1;"66001";2005;1;1;0,00;79,22
"2845";2;4;1;"66001";2017;1;1;0,00;79,22
"2846";1;1;1;"66001";2014;1;1;0,00;16,44
"2847";1;4;1;"66001";2013;1;1;0,00;21,87
"2847";2;4;1;"05313";2014;1;1;0,00;21,87
"2848";1;1;1;"66001";2012;1;1;0,00;18,03
"2848";2;1;1;"66001";2008;1;1;0,00;18,03
"2848";3;4;1;"66001";9999;1;1;0,00;18,03
"2850";1;1;1;"68001";2014;1;1;0,00;75,33
"2851";1;1;1;"76001";2012;1;3;90000,00;20,94
"2853";1;1;1;"66001";2008;1;1;0,00;27,87
"2855";1;4;1;"66001";1996;1;1;0,00;26,25
"2856";1;4;1;"66001";2012;1;1;0,00;29,40
"2857";1;1;1;"66001";2002;1;1;0,00;17,24
"2857";2;4;1;"66001";1998;1;1;0,00;17,24
"2857";3;4;1;"66001";2014;1;1;0,00;17,24
"2857";4;4;1;"66001";1998;1;1;0,00;17,24
"2857";5;4;1;"66001";2018;1;1;0,00;17,24
"2858";1;1;1;"11001";2011;1;3;0,00;93,33
"2859";1;1;1;"63001";2007;1;3;0,00;64,16
"2864";1;1;1;"66682";2014;1;1;0,00;5,79
"2864";2;4;1;"66001";2018;1;1;0,00;5,79
"2864";3;4;1;"76147";2012;1;1;0,00;5,79
"2867";1;1;1;"66001";2010;1;2;0,00;19,48
"2868";1;7;2;"17001";2016;1;2;0,00;2,32
"2870";1;1;1;"66001";2004;1;2;0,00;2,33
"2872";1;1;1;"76001";2004;1;4;32000,00;59,23
"2872";2;4;1;"66001";2013;1;1;0,00;59,23
"2873";1;5;1;"66001";9999;5;3;65000,00;107,83
"2875";1;5;1;"66001";9999;1;2;0,00;16,47
"2877";1;1;1;"66001";9999;1;1;0,00;49,00
"2877";2;4;1;"66170";2007;1;1;0,00;49,00
"2880";1;4;1;"66001";9999;1;1;0,00;91,40
"2887";1;4;1;"66001";2015;1;1;0,00;59,50
"2887";2;4;1;"66170";2015;1;1;0,00;59,50
"2888";1;4;1;"66001";9999;1;1;0,00;68,62
"2889";1;4;1;"66001";2004;1;1;0,00;64,13
"2889";2;4;1;"66001";2013;1;1;0,00;64,13
"2890";1;4;1;"76111";2008;1;1;0,00;64,13
"2899";1;4;1;"66001";2010;1;1;0,00;80,03
"2906";1;4;1;"05001";2010;1;1;0,00;59,02
"2910";1;4;1;"66001";9999;1;1;0,00;72,30
"2914";1;4;1;"76147";2009;1;1;0,00;197,60
"2920";1;4;1;"66001";2013;1;1;0,00;80,61
"2927";1;4;1;"66400";2017;1;1;0,00;67,77
"2928";1;1;1;"05631";2007;1;1;0,00;70,62
"2931";1;4;1;"66170";2011;1;1;0,00;64,29
"2931";2;4;1;"66400";2017;1;1;0,00;64,29
"2932";1;4;1;"76147";2005;1;1;0,00;37,60
"2932";2;4;1;"66001";2008;1;1;0,00;37,60
"2939";1;4;1;"66400";2010;1;1;0,00;201,21
"2941";1;4;1;"17001";2015;1;1;0,00;32,49
"2944";1;8;1;"66001";2014;1;4;0,00;31,32
"2949";1;3;1;"11001";1999;1;4;0,00;56,79
"2950";1;4;1;"66400";2014;1;1;0,00;71,04
"2950";2;4;1;"66400";2014;1;1;0,00;71,04
"2953";1;4;1;"66400";2014;1;1;0,00;81,73
"2954";1;4;1;"66400";2014;1;1;0,00;62,10
"2957";1;1;1;"66001";9999;1;1;0,00;27,00
"2957";2;1;1;"25473";9999;1;1;0,00;27,00
"2957";3;4;1;"66001";2016;1;1;0,00;27,00
"2958";1;1;1;"11001";2013;1;1;0,00;22,92
"2958";2;1;1;"66001";2013;1;1;0,00;22,92
"2959";1;1;1;"08001";2015;1;1;0,00;16,10
"2960";1;4;1;"66001";2011;1;2;0,00;74,39
"2961";1;2;2;"66001";2009;1;3;30000,00;240,15
"2961";2;4;1;"66001";2004;1;3;20000,00;240,15
"2964";1;4;1;"66400";2016;1;1;0,00;59,44
"2964";2;4;1;"66400";2011;1;1;0,00;59,44
"2966";1;4;1;"66001";2015;1;1;0,00;81,47
"2969";1;4;1;"66400";2015;1;1;0,00;32,02
"2971";1;4;1;"66400";2016;1;1;0,00;66,70
"2978";1;4;1;"66170";2016;1;1;0,00;37,10
"2982";1;4;1;"66001";2014;1;1;0,00;41,48
"2993";1;4;1;"66001";9999;1;1;0,00;17,02
"2995";1;4;1;"66001";2010;1;1;0,00;14,04
"2995";2;4;1;"66001";9999;1;1;0,00;14,04
"2996";1;4;1;"66001";2009;1;1;0,00;7,65
"2997";1;4;1;"66001";2015;1;1;0,00;7,63
"3000";1;4;1;"66001";2016;1;1;0,00;14,04
"3002";1;4;4;"66001";2008;1;1;0,00;25,66
"3003";1;4;1;"66001";9999;1;1;0,00;26,89
"3012";1;4;1;"66001";2010;1;1;0,00;43,15
"3014";1;4;1;"11001";9999;1;2;0,00;136,71
"3016";1;4;1;"66001";2016;1;1;0,00;17,46
"3017";1;4;1;"66001";2016;1;1;0,00;42,83
"3017";2;4;1;"66001";2005;1;1;0,00;42,83
"3020";1;4;1;"66001";2015;1;1;0,00;46,60
"3026";1;4;1;"66400";2012;1;1;0,00;33,81
"3027";1;4;1;"66001";2016;1;1;0,00;75,68
"3027";2;4;1;"66001";2017;1;1;0,00;75,68
"3029";1;4;1;"66001";2014;1;1;0,00;33,68
"3033";1;4;1;"66001";2015;1;1;0,00;161,24
"3035";1;4;1;"76147";2010;1;1;0,00;37,91
"3036";1;4;1;"66001";2010;1;1;0,00;69,41
"3041";1;4;1;"66170";9999;1;1;0,00;28,82
"3041";2;4;1;"66001";9999;1;1;0,00;28,82
"3045";1;4;1;"66001";2013;1;1;0,00;93,29
"3047";1;4;1;"66001";2015;1;2;20000,00;147,60
"3048";1;4;1;"66001";2006;1;1;0,00;52,44
"3049";1;4;1;"66001";2011;1;1;0,00;36,07
"3052";1;2;4;"73319";9999;1;4;0,00;99,33
"3054";1;4;1;"66001";2017;1;1;0,00;38,48
"3057";1;1;1;"05001";2008;1;1;0,00;28,65
"3057";2;4;1;"66170";2014;1;1;0,00;28,65
"3060";1;4;1;"66001";9999;1;1;0,00;16,25
"3062";1;1;1;"66001";1990;1;1;0,00;46,33
"3063";1;1;1;"66001";2015;1;2;70000,00;14,94
"3064";1;4;1;"66001";2014;1;1;0,00;15,81
"3064";2;4;1;"66170";2012;1;1;0,00;15,81
"3065";1;1;4;"63130";1991;1;3;70000,00;41,30
"3065";2;4;1;"66001";2017;1;1;0,00;41,30
"3066";1;4;1;"66001";2010;1;2;30000,00;37,41
"3067";1;2;1;"17873";1982;1;1;0,00;37,22
"3067";2;4;1;"66170";2010;1;1;0,00;37,22
"3070";4;4;4;"66001";2017;1;1;0,00;15,93
"3071";1;4;1;"66001";2014;1;1;0,00;113,25
"3073";1;1;4;"11001";1992;1;1;0,00;44,26
"3074";1;2;1;"66001";2016;1;1;0,00;76,86
"3077";1;1;1;"66001";2014;1;1;0,00;21,23
"3077";2;4;1;"66001";2016;1;1;0,00;21,23
"3078";1;4;1;"66001";9999;1;1;0,00;119,61
"3078";2;2;1;"66001";9999;1;2;70000,00;119,61
"3081";1;4;1;"66001";2014;1;1;0,00;30,46
"3082";1;4;1;"23162";2012;1;1;0,00;268,88
"3089";1;4;1;"76622";9999;1;1;0,00;12,68
"3089";2;4;1;"66001";9999;1;1;0,00;12,68
"3091";1;4;1;"66001";9999;1;1;0,00;21,12
"3093";1;4;1;"66001";9999;1;1;0,00;12,25
"3094";1;4;1;"66400";2005;1;1;0,00;15,63
"3098";1;4;1;"05059";2012;1;1;0,00;113,25
"3102";1;4;1;"66170";2015;1;1;0,00;7,58
"3102";2;4;1;"76147";2013;1;1;0,00;7,58
"3102";3;4;1;"66001";2015;1;1;0,00;7,58
"3104";1;4;1;"66001";2011;1;1;0,00;210,03
"3108";1;4;1;"66001";2007;1;1;0,00;50,47
"3112";1;1;1;"66001";2006;1;2;70000,00;101,68
"3115";1;4;1;"66001";2004;1;1;0,00;133,78
"3115";2;4;1;"66001";2014;1;1;0,00;133,78
"3116";1;4;1;"66001";2004;1;1;0,00;216,92
"3119";1;1;1;"66001";1998;1;3;80000,00;23,00
"3122";1;4;1;"66001";2017;1;2;15000,00;125,40
"3122";2;4;1;"66001";2017;1;2;15000,00;125,40
"3123";1;4;1;"66400";2007;1;1;0,00;50,47
"3123";2;4;1;"17001";2008;1;1;0,00;50,47
"3126";1;1;4;"66001";9999;5;4;0,00;14,62
"3127";1;4;1;"66001";2017;1;1;0,00;58,71
"3128";1;4;1;"66170";2011;1;2;30000,00;58,71
"3132";1;4;1;"66001";2011;1;1;0,00;7,42
"3132";2;4;1;"66001";2012;1;1;0,00;7,42
"3138";1;1;1;"66001";2010;1;1;0,00;131,87
"3138";2;4;1;"66001";2014;1;4;0,00;131,87
"3141";1;4;1;"66170";2012;1;1;0,00;183,82
"3143";1;4;1;"66001";1999;1;1;0,00;61,96
"3146";1;1;1;"66001";9999;1;3;100000,00;21,54
"3146";2;4;1;"66001";2015;1;3;40000,00;21,54
"3146";3;4;1;"66001";2016;1;1;0,00;21,54
"3147";1;1;1;"66001";2006;1;4;0,00;26,38
"3149";1;1;1;"66001";2012;1;1;0,00;13,46
"3151";1;1;1;"11001";1992;1;1;0,00;22,92
"3152";1;4;1;"76147";2009;1;1;0,00;8,23
"3154";1;4;1;"66001";2009;1;1;0,00;8,23
"3155";1;4;1;"66001";2012;1;1;0,00;8,28
"3157";1;1;1;"11001";9999;1;2;0,00;26,43
"3163";1;4;1;"66001";2017;1;1;0,00;8,25
"3163";2;4;1;"66001";2013;1;1;0,00;8,25
"3164";1;1;1;"66001";2001;1;2;0,00;14,62
"3164";2;4;1;"11001";2011;1;2;0,00;14,62
"3166";1;1;1;"11001";2009;1;2;0,00;14,62
"3167";1;1;1;"05266";2010;1;2;0,00;60,52
"3167";2;4;2;"66001";2014;1;1;0,00;60,52
"3167";3;4;1;"66170";2011;1;1;0,00;60,52
"3169";1;4;1;"66001";2015;1;1;0,00;11,88
"3171";1;1;1;"66001";2017;1;1;0,00;136,70
"3171";2;4;1;"66170";2013;1;1;0,00;136,70
"3173";1;1;1;"66001";2013;1;1;0,00;136,71
"3178";1;4;1;"66001";9999;1;1;0,00;214,87
"3179";1;4;1;"66001";2014;1;1;0,00;33,86
"3189";1;4;1;"66001";2014;1;1;0,00;40,76
"3191";1;4;1;"66001";2013;1;2;23000,00;7,63
"3191";2;4;1;"66001";2014;1;2;23000,00;7,63
"3193";1;4;1;"66001";2013;1;1;0,00;7,63
"3194";1;4;1;"63001";2002;1;1;0,00;7,63
"3198";1;4;1;"66001";9999;1;1;0,00;38,76
"3199";1;4;1;"41206";9999;1;1;0,00;3,58
"3201";1;4;1;"66001";2010;1;1;0,00;3,58
"3204";1;4;1;"66001";2015;1;1;0,00;11,80
"3208";1;4;1;"66001";2015;1;1;0,00;51,49
"3209";1;1;1;"25175";2000;1;1;0,00;40,94
"3209";2;4;1;"66001";2002;1;1;0,00;40,94
"3210";1;4;1;"66001";2006;1;1;0,00;41,12
"3211";1;1;1;"66001";2017;1;2;0,00;16,81
"3212";1;4;1;"66001";2014;1;1;0,00;16,80
"3213";1;1;1;"66001";2012;1;1;0,00;16,81
"3213";2;4;1;"66001";2010;1;1;0,00;16,81
"3213";3;4;1;"66001";2014;1;1;0,00;16,81
"3213";4;4;1;"66001";2015;1;1;0,00;16,81
"3213";5;4;1;"66001";2016;1;1;0,00;16,81
"3224";1;4;1;"66170";2005;1;1;0,00;123,22
"3245";1;1;1;"66001";2015;1;3;70000,00;173,90
"3245";2;4;1;"66170";2014;1;3;30000,00;173,90
"3259";1;4;1;"66400";2008;1;1;0,00;113,11
"3260";1;4;1;"66400";2017;1;1;0,00;60,79
"3267";1;4;1;"66001";2009;1;1;0,00;36,91
"3272";1;4;1;"66001";2017;2;1;0,00;446,24
"3273";1;4;1;"17001";2009;1;1;0,00;84,81
"3274";1;4;1;"66400";2011;1;1;0,00;83,16
"3274";2;4;1;"66400";2014;1;1;0,00;83,16
"3274";3;4;1;"66400";2009;1;1;0,00;83,16
"3279";1;4;1;"66400";2016;1;1;0,00;122,91
"3280";1;4;1;"66001";2009;1;1;0,00;367,55
"3283";1;4;1;"66170";2011;1;1;0,00;13,37
"3286";1;1;1;"66001";2013;1;1;0,00;69,73
"3290";1;1;1;"66001";2017;1;1;0,00;58,51
"3290";2;1;1;"76001";2012;1;1;0,00;58,51
"3296";1;4;1;"76147";2004;1;1;0,00;3,78
"3296";2;4;1;"66001";2015;1;1;0,00;3,78
"3296";3;4;1;"66001";2005;1;1;0,00;3,78
"3296";4;6;2;"66001";2012;1;1;0,00;3,78
"3296";5;1;1;"66001";2003;1;1;0,00;3,78
"3299";1;4;1;"66001";2016;1;1;0,00;9,96
"3302";1;4;1;"66001";2000;1;1;0,00;8,59
"3302";2;4;1;"66001";2017;1;1;0,00;8,59
"3303";1;4;1;"66001";2013;1;1;0,00;12,24
"3303";2;4;1;"66001";2016;1;1;0,00;12,24
"3309";1;4;1;"66001";9999;1;1;0,00;3,78
"3311";1;1;1;"66001";2012;1;4;0,00;199,99
"3312";1;1;1;"66400";1997;1;1;0,00;8,59
"3312";2;4;1;"76736";2015;1;1;0,00;8,59
"3313";1;4;1;"66001";2007;1;1;0,00;47,11
"3319";1;4;1;"66001";2009;1;1;0,00;134,29
"3320";1;4;1;"66001";2016;1;1;0,00;87,06
"3324";1;4;1;"66001";2010;1;1;0,00;13,28
"3325";1;4;1;"66001";9999;1;1;0,00;33,86
"3325";2;4;1;"66001";9999;1;1;0,00;33,86
"3326";1;4;1;"66170";2012;1;1;0,00;281,70
"3327";1;1;1;"66001";1997;1;1;0,00;446,90
"3333";1;4;1;"66170";2015;1;1;0,00;212,91
"3333";2;1;1;"76001";2005;1;1;0,00;212,91
"3337";1;4;1;"66001";2000;1;1;25000,00;201,31
"3338";1;1;1;"63470";9999;1;1;0,00;90,30
"3339";1;4;1;"66001";9999;1;1;0,00;247,09
"3342";1;1;1;"66682";9999;1;1;60000,00;343,73
"3342";2;4;1;"66682";2017;1;1;0,00;343,73
"3343";1;4;1;"76147";2011;1;1;0,00;138,52
"3345";1;1;1;"66001";2009;1;1;0,00;109,30
"3346";1;1;1;"66001";2015;1;1;0,00;109,44
"3346";2;4;1;"66001";2016;1;1;0,00;109,44
"3347";1;1;1;"66170";2008;2;1;0,00;411,87
"3348";1;2;1;"63130";2017;1;2;30000,00;48,56
"3349";1;1;1;"66001";2011;1;2;85000,00;48,57
"3351";1;1;1;"11001";9999;5;1;0,00;280,68
"3352";1;1;1;"05266";2002;1;1;0,00;127,64
"3352";2;2;1;"66001";1995;1;1;0,00;127,64
"3352";3;4;1;"66001";2008;1;1;0,00;127,64
"3352";4;4;1;"66001";2010;1;1;0,00;127,64
"3352";5;4;1;"66001";2012;1;1;0,00;127,64
"3353";1;4;1;"66170";2011;1;1;0,00;127,64
"3359";1;4;1;"66170";2016;1;1;0,00;82,43
"3360";1;2;2;"66001";2012;1;1;0,00;138,34
"3362";1;4;1;"66001";2011;1;1;0,00;86,38
"3366";1;4;1;;2009;1;1;0,00;58,14
"3367";1;4;1;"66001";2014;1;1;0,00;68,00
"3368";1;4;1;"66001";2016;1;1;0,00;50,97
"3371";1;4;1;"66001";2010;1;1;0,00;50,35
"3372";1;4;1;"66170";2009;1;1;0,00;91,41
"3372";2;1;4;"66170";2001;1;3;20000,00;91,41
"3375";1;1;1;"66001";2014;1;1;0,00;787,56
"3377";1;4;1;"66001";2017;1;1;0,00;54,24
"3377";2;4;1;"66001";2014;1;1;0,00;54,24
"3378";1;1;1;"66001";2016;1;1;0,00;71,83
"3381";1;4;1;"63001";2011;1;1;0,00;89,73
"3385";1;4;1;"66170";2008;1;1;0,00;43,33
"3388";1;4;1;"66001";2010;1;1;0,00;43,33
"3393";1;4;1;"66001";2007;1;1;0,00;80,71
"3395";1;4;1;"66170";9999;1;1;0,00;71,69
"3396";1;1;1;"66001";9999;1;1;0,00;93,45
"3396";2;1;1;"66001";9999;1;1;0,00;93,45
"3396";3;2;1;"66001";9999;1;1;0,00;93,45
"3398";1;5;1;"66001";9999;1;2;50000,00;196,41
"3399";1;4;1;"66001";2012;1;1;0,00;76,57
"3402";1;4;1;"50001";2012;1;1;0,00;94,33
"3404";1;1;1;"66001";9999;1;1;0,00;49,12
"3406";1;4;1;"66001";2015;1;1;0,00;158,81
"3408";1;1;1;"66001";2010;1;1;0,00;99,74
"3414";1;1;1;"17001";2011;1;1;0,00;73,42
"3415";1;4;1;"66001";2013;1;1;0,00;59,78
"3415";2;4;1;"66170";2015;1;1;0,00;59,78
"3419";1;4;1;"66170";9999;1;1;0,00;45,39
"3421";1;4;1;"66170";2011;1;1;0,00;224,68
"3422";1;1;1;"66001";2013;1;1;0,00;112,79
"3424";1;1;1;"05266";2004;1;1;0,00;141,67
"3424";2;4;1;"66400";2013;1;1;0,00;141,67
"3434";1;1;1;"05266";2004;1;1;0,00;56,52
"3435";1;4;1;"66001";2004;1;1;0,00;21,47
"3436";1;1;1;"66001";2008;1;2;40000,00;45,13
"3436";2;1;1;"66001";2009;1;2;40000,00;45,13
"3436";3;2;4;"17001";1991;1;4;0,00;45,13
"3436";4;4;1;"66001";2012;1;1;0,00;45,13
"3440";1;4;1;"66001";2015;1;1;0,00;56,52
"3445";1;4;1;"66001";9999;1;1;0,00;76,13
"3449";1;2;4;"25214";1996;1;4;40000,00;34,73
"3452";1;4;1;"41206";2012;1;1;0,00;40,91
"3453";1;4;1;"66001";2014;1;1;0,00;21,88
"3455";1;1;1;"63130";1990;1;4;0,00;34,73
"3457";1;4;1;"66001";2016;1;1;0,00;38,72
"3458";1;1;1;"66001";2017;1;4;0,00;30,31
"3458";2;4;1;"66001";9999;1;1;0,00;30,31
"3460";1;4;1;"76111";2016;1;1;0,00;24,93
"3461";1;4;1;"66170";2010;1;1;0,00;98,82
"3461";2;4;1;"66170";2013;1;1;0,00;98,82
"3462";1;1;1;"66682";2012;1;1;0,00;19,90
"3465";1;4;1;"17873";2008;1;1;0,00;19,90
"3465";2;4;1;"76001";2015;1;1;0,00;19,90
"3467";1;4;1;"66001";2014;1;1;0,00;173,43
"3470";1;4;1;"66001";9999;1;1;0,00;13,98
"3471";1;4;1;"66001";2007;1;1;0,00;28,24
"3472";1;4;1;"66001";1999;1;1;0,00;43,74
"3473";1;4;1;"66001";2003;1;1;0,00;88,05
"3473";2;4;1;"66001";2002;1;1;0,00;88,05
"3479";1;1;1;"76001";2013;1;1;0,00;27,72
"3480";1;1;1;"66001";2018;1;1;0,00;29,31
"3484";1;4;1;"66001";2016;1;1;0,00;43,74
"3485";1;4;1;"66440";9999;1;1;0,00;21,28
"3487";1;2;1;"66170";2007;2;3;100000,00;418,95
"3490";1;4;1;"66170";2013;1;1;0,00;146,35
"3495";1;1;1;"66001";2013;1;1;0,00;117,16
"3502";1;4;1;"66001";2015;1;1;0,00;164,01
"3503";1;1;1;"66001";2011;1;1;0,00;241,71
"3503";2;4;1;"66400";2015;1;1;0,00;241,71
"3504";1;4;1;"76895";9999;1;1;0,00;78,31
"3504";2;4;1;"66400";2012;1;1;0,00;78,31
"3507";1;4;1;"68001";2013;1;1;0,00;39,34
"3509";1;4;1;"66400";9999;1;1;0,00;81,47
"3512";1;1;1;"66001";2014;1;3;80000,00;70,71
"3513";1;4;1;"76147";2009;1;1;0,00;50,44
"3514";1;1;1;"66001";2005;1;1;0,00;66,48
"3515";1;1;1;"66001";2007;1;2;0,00;66,48
"3516";1;1;1;"63001";2005;1;2;50000,00;34,38
"3516";2;4;1;"76147";2012;1;1;0,00;34,38
"3517";1;2;1;"66001";1993;1;2;0,00;47,88
"3517";2;4;1;"66001";2003;1;1;0,00;47,88
"3517";3;4;1;"63001";2011;1;1;0,00;47,88
"3517";4;4;1;"76147";2011;1;1;0,00;47,88
"3519";1;4;1;"66001";2011;1;1;0,00;45,48
"3521";1;1;1;"66001";2002;1;3;0,00;69,70
"3523";1;1;1;"66170";2013;1;1;0,00;66,48
"3523";2;4;1;"66001";2014;1;1;0,00;66,48
"3524";1;1;1;"11001";2003;1;1;0,00;66,48
"3524";2;4;1;"66001";2015;1;1;0,00;66,48
"3525";1;2;1;"66682";1980;1;4;0,00;25,22
"3534";1;4;1;"66001";2013;1;1;0,00;85,96
"3537";1;1;1;"11001";2015;1;1;0,00;37,40
"3539";1;1;1;"66001";2015;1;1;0,00;52,04
"3539";2;4;1;"66001";2015;1;1;0,00;52,04
"3543";1;1;1;"66001";2014;1;1;0,00;41,19
"3543";2;4;1;"66001";2015;1;1;0,00;41,19
"3543";3;4;1;"66001";2017;1;1;0,00;41,19
"3544";1;1;1;"66001";2012;1;1;0,00;37,70
"3546";1;1;1;"66170";2010;1;1;0,00;52,04
"3546";2;4;1;"66001";2018;1;1;0,00;52,04
"3546";3;5;4;"66170";2011;1;1;0,00;52,04
"3548";1;4;4;"17001";2017;1;2;0,00;108,78
"3550";1;1;1;"66001";2012;1;1;0,00;78,46
"3550";2;4;1;"66170";2010;1;1;0,00;78,46
"3552";1;4;1;"66001";2016;1;1;0,00;79,52
"3552";2;4;1;"66001";2015;1;1;0,00;79,52
"3553";1;1;1;"11001";2015;1;3;40000,00;65,05
"3555";1;4;1;"66001";2014;1;1;0,00;47,36
"3556";1;4;1;"66170";9999;1;1;0,00;34,38
"3556";2;4;1;"66170";9999;1;1;0,00;34,38
"3558";1;4;1;"66001";2012;1;1;0,00;31,90
"3559";1;4;1;"66001";2018;1;1;0,00;23,66
"3560";1;4;1;"66001";9999;1;1;0,00;33,14
"3560";2;1;1;"66170";2010;1;1;0,00;33,14
"3561";1;4;1;"66682";9999;1;1;0,00;22,58
"3562";1;1;1;"11001";2009;1;1;0,00;122,84
"3565";1;4;1;"66001";2008;1;1;0,00;185,95
"3565";2;4;1;"66001";2005;1;1;0,00;185,95
"3568";1;4;1;"66001";2016;1;1;0,00;38,57
"3570";1;4;1;"66001";2016;1;1;0,00;85,00
"3575";1;1;4;"66170";1988;1;4;0,00;46,67
"3576";1;1;1;"76834";9999;1;1;0,00;47,69
"3582";1;4;1;"76147";9999;1;1;0,00;46,67
"3583";1;4;1;"73001";2013;1;1;0,00;64,04
"3583";2;4;1;"76400";9999;1;1;0,00;64,04
"3584";1;1;3;"05088";1994;1;1;0,00;42,94
"3588";1;4;1;"66001";2016;1;3;20000,00;29,29
"3589";1;1;1;"17001";9999;1;1;0,00;58,69
"3590";1;1;1;"76001";2003;1;3;0,00;43,83
"3591";1;4;1;"66170";2012;1;1;0,00;29,11
"3593";1;1;1;"11001";1994;1;1;0,00;56,14
"3593";2;4;1;"66170";1997;1;1;0,00;56,14
"3597";1;4;1;"66001";2012;1;1;0,00;87,82
"3597";2;4;1;"66001";2010;1;1;0,00;87,82
"3599";1;4;1;"66682";2010;1;1;0,00;44,28
"3600";1;4;1;"76001";2016;1;1;0,00;43,01
"3602";1;4;1;"66001";9999;1;1;0,00;49,74
"3603";1;1;1;"11001";2011;1;2;0,00;49,74
"3604";1;4;1;"66001";9999;1;1;0,00;50,35
"3607";1;1;1;"11001";2012;1;1;0,00;168,61
"3608";1;4;1;"63001";2014;1;1;0,00;211,17
"3609";1;4;1;"66001";9999;1;1;0,00;61,98
"3609";2;4;1;"66001";9999;1;1;0,00;61,98
"3616";1;4;1;"76147";9999;1;1;0,00;32,31
"3617";1;4;1;"66170";2015;1;3;35000,00;58,12
"3621";1;1;1;"66001";1992;1;1;0,00;19,55
"3621";2;4;1;"66001";2007;1;1;0,00;19,55
"3624";1;4;1;"66001";9999;1;1;0,00;52,53
"3626";1;1;1;"66001";1996;1;4;0,00;36,94
"3626";2;4;1;"66001";2008;1;4;0,00;36,94
"3628";1;4;1;"66001";2016;1;1;0,00;52,53
"3633";1;4;1;"66001";9999;1;1;0,00;30,49
"3634";1;4;1;"66170";2012;1;1;0,00;18,08
"3636";1;4;1;"66001";9999;1;1;0,00;307,88
"3637";1;1;4;"66682";9999;1;1;0,00;67,44
"3641";1;1;1;"66400";2014;1;1;0,00;33,87
"3641";2;4;1;"66400";2015;1;1;0,00;33,87
"3645";1;4;1;"66001";2008;1;1;0,00;37,84
"3648";1;4;1;"66001";9999;1;1;0,00;137,96
"3650";1;1;1;"66001";2008;1;4;0,00;183,11
"3650";2;1;1;"11001";2011;1;4;0,00;183,11
"3651";1;1;1;"11001";2012;1;2;0,00;24,19
"3651";2;5;4;"66001";2007;1;2;0,00;24,19
"3653";1;1;1;"66170";1994;1;1;0,00;38,46
"3654";1;4;1;"66001";2010;1;1;0,00;94,63
"3655";1;4;1;"66001";2017;1;1;0,00;85,60
"3655";2;4;1;"66001";2011;1;1;0,00;85,60
"3657";1;5;1;"66001";2017;1;1;0,00;76,57
"3657";2;5;1;"66001";2007;1;1;0,00;76,57
"3658";1;4;1;"66170";2015;1;1;0,00;67,54
"3663";1;4;1;"66400";2016;1;1;0,00;22,99
"3664";1;1;1;"66170";9999;1;1;0,00;85,60
"3668";1;4;1;"66001";2015;1;1;0,00;76,57
"3669";1;1;1;"11001";2010;1;1;0,00;76,57
"3669";2;1;1;"73001";2006;1;1;0,00;76,57
"3670";1;1;1;"70820";1995;1;1;0,00;94,63
"3671";1;1;1;"66170";1960;1;1;0,00;85,60
"3679";1;1;4;"63001";1992;1;4;0,00;58,51
"3679";2;4;1;"66001";2007;1;4;0,00;58,51
"3681";1;4;1;"66400";2007;1;1;0,00;270,52
"3683";1;4;1;"66400";2015;1;1;0,00;31,32
