"FORMULARIO";"B_001";"D_003";"D_004";"D_005";"D_006";"D_006_A";"ZAT_O";"D_007";"D_008";"D_009_HH";"D_009_MM";"D_009_A";"D_010_NO";"D_010L";"D_010M";"D_010Mc";"D_010J";"D_010V";"D_010S";"D_010D";"D_010_Ocasional";"D_011A";"D_011B";"D_011C";"D_012";"F_EXP"
"3056";1;;;12/8/2017 0:00:00;1;;;;;8;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COMPOSICION TRABAJAR,HOGAR";42,70
"3057";1;;;15/8/2017 0:00:00;1;;;;;11;30;"A.M.";0;1;1;1;1;1;0;0;0;9;1;2;"TRABAJAR,RECREACION,HOGAR";28,65
"3057";5;;;15/8/2017 0:00:00;1;;;;;6;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIAR,HOGAR";28,65
"3057";6;;;15/8/2017 0:00:00;1;;;;;12;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIAR,HOGAR";28,65
"3058";1;;;17/8/2017 0:00:00;1;;;;;7;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJAR,CASA";11,67
"3058";2;;;17/8/2017 0:00:00;1;;;;;2;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"AV DEL RIO,CASA,TIENDA,CASA";11,67
"3058";3;;;17/8/2017 0:00:00;1;;;;;6;20;"A.M.";0;0;0;0;0;0;0;0;1;2;2;1;"ESTUDIAR,CASA,AV DEL RIO,CASA";11,67
"3060";1;;;18/8/2017 0:00:00;1;;;;;3;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;;16,25
"3060";2;;;18/8/2017 0:00:00;1;;;;;8;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;;16,25
"3060";3;;;18/8/2017 0:00:00;1;;;;;8;30;"A.M.";0;1;1;1;1;1;1;1;0;2;1;2;;16,25
"3061";1;;;19/8/2017 0:00:00;1;;;;;8;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COMPRAS,CASA,TRABAJO,CASA";34,00
"3062";1;;;15/8/2017 0:00:00;1;;;;;7;0;"A.M.";0;0;0;0;0;0;1;1;0;1;2;1;"TRABAJAR,ALMORZAR,TRABAJO,CASA";46,33
"3062";2;;;15/8/2017 0:00:00;1;;;;;10;0;"A.M.";1;0;0;0;0;0;0;0;0;1;1;1;"ESTUDIAR,ALMUERZO,UNIVERSIDAD,CASA";46,33
"3062";3;;;15/8/2017 0:00:00;1;;;;;6;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIAR,CASA";46,33
"3063";1;;;16/8/2017 0:00:00;1;;;;;6;30;"A.M.";0;0;0;0;0;0;0;0;1;1;2;2;"SACO EL PERRO,CASA,ARMENIA,CASA";14,94
"3064";1;;;16/8/2017 0:00:00;1;;;;;7;30;"A.M.";0;1;1;1;1;1;0;0;0;2;1;2;"TRABAJAR,ALMORZAR,TRABAJAR,CASA";15,81
"3064";2;;;16/8/2017 0:00:00;1;;;;;7;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"LUGAR DE CULTO,CASA";15,81
"3064";3;;;16/8/2017 0:00:00;1;;;;;2;0;"P.M.";0;1;1;1;1;1;1;1;0;2;1;2;"ESTUDIAR,CASA";15,81
"3065";1;;;18/8/2017 0:00:00;1;;;;;1;0;"P.M.";0;1;1;1;1;1;0;0;0;1;1;2;"TRAMITES,HOGAR,TRAMITES,HOGAR";41,30
"3066";1;;;19/8/2017 0:00:00;1;;;;;7;45;"A.M.";0;1;1;1;1;1;1;1;0;2;1;1;"TRABAJAR,CASA";37,41
"3066";2;;;19/8/2017 0:00:00;1;;;;;7;20;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"BUSCAR TRABAJO,CASA,RECREACION,CASA";37,41
"3066";3;;;19/8/2017 0:00:00;1;;;;;2;0;"P.M.";0;0;0;0;0;0;0;1;0;2;2;1;"LA ROSA,CASA,UTP,CASA";37,41
"3067";1;;;18/8/2017 0:00:00;1;;;;;9;50;"A.M.";0;0;0;0;0;0;0;0;1;1;2;2;"COMPRAS, CASA";37,22
"3067";2;;;18/8/2017 0:00:00;1;;;;;9;50;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COMPRAS, CASA";37,22
"3067";3;;;18/8/2017 0:00:00;1;;;;;4;30;"P.M.";0;0;0;0;1;1;0;0;0;1;1;2;"CENTRO, CRA5, CASA";37,22
"3067";4;;;18/8/2017 0:00:00;1;;;;;12;20;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIAR, CASA";37,22
"3068";2;;;17/8/2017 0:00:00;1;;;;;9;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COMPRAS, CASA, TRABAJAR, CASA";11,67
"3068";3;;;17/8/2017 0:00:00;1;;;;;6;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIAR, CASA";11,67
"3068";4;;;17/8/2017 0:00:00;1;;;;;6;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIAR, CASA";11,67
"3069";1;;;17/8/2017 0:00:00;1;;;;;6;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"SANTA JUANA, HOGAR";22,18
"3069";2;;;17/8/2017 0:00:00;1;;;;;7;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"KENNEDY, HOGAR";22,18
"3069";4;;;17/8/2017 0:00:00;1;;;;;1;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"CENTRO, CIRCUNVALAR, ALFONSO LÓPEZ, HOGAR";22,18
"3069";5;;;17/8/2017 0:00:00;1;;;;;6;20;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COLEGIO, HOGAR, HERNÁNDO VÉLEZ, HOGAR";22,18
"3069";6;;;17/8/2017 0:00:00;1;;;;;12;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"INSTITUCIÓN EDUCATIVA, HOGAR";22,18
"3070";1;;;18/8/2017 0:00:00;1;;;;;3;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"BUSCARALGO,HOGAR";15,93
"3070";3;;;18/8/2017 0:00:00;1;;;;;6;45;"A.M.";0;1;1;1;1;1;1;1;0;2;1;2;"TRBAJAR,HOGAR";15,93
"3071";2;;;19/8/2017 0:00:00;2;"FINCA POR BELALCAZAR";;"BELALCAZAR";"66001";5;0;"P.M.";0;1;1;1;1;1;0;0;0;2;1;2;"HOGAR";113,25
"3071";3;;;19/8/2017 0:00:00;1;;;;;7;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COLEGIO, HOGAR";113,25
"3072";1;;;16/8/2017 0:00:00;1;;;;;6;10;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"LLEVAR NIETAS, CASA, RECOGER NIETAS, CASA, REUNIÓN, CASA";50,47
"3072";2;;;16/8/2017 0:00:00;1;;;;;7;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIAR, CASA";50,47
"3072";3;;;16/8/2017 0:00:00;1;;;;;7;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIAR, CASA. ESTUDIAR, CASA";50,47
"3072";4;;;8/8/2017 0:00:00;1;;;;;6;10;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIAR, CASA";50,47
"3072";5;;;16/8/2017 0:00:00;1;;;;;6;10;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIAR, CASA";50,47
"3073";1;;;16/8/2017 0:00:00;1;;;;;7;30;"A.M.";0;1;1;1;1;1;1;0;0;1;2;2;"TERAPIA, TRÁMITE, VETERINARIA, CASA";44,26
"3073";2;;;16/8/2017 0:00:00;1;;;;;7;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ACOMPAÑAR ESPOSO, TRÁMITE, VETERINARIA, CASA";44,26
"3074";1;;;17/8/2017 0:00:00;1;;;;;8;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COMPRAS, CASA, VISITAR A ALGUIEN, CASA";76,86
"3074";3;;;17/8/2017 0:00:00;1;;;;;2;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRÁMITES, CASA";76,86
"3074";4;;;17/8/2017 0:00:00;1;;;;;1;0;"P.M.";0;1;1;1;1;1;1;0;0;1;2;2;"TRABAJAR, CASA";76,86
"3075";1;;;17/8/2017 0:00:00;1;;;;;7;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"CITA MÉDICA, CASA";21,71
"3075";2;;;17/8/2017 0:00:00;1;;;;;12;50;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"LLEVAR HIJA, CASA, TRÁMITES, CASA, RECOGER HIJA, CASA";21,71
"3075";4;;;17/8/2017 0:00:00;1;;;;;12;50;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIAR, CASA";21,71
"3075";5;;;17/8/2017 0:00:00;1;;;;;8;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"CITA MÉDICA, CASA";21,71
"3075";6;;;17/8/2017 0:00:00;1;;;;;8;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TERAPIA, CASA, VISITA FAMILIAR";21,71
"3076";2;;;17/8/2017 0:00:00;1;;;;;7;45;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COMPRAS,HOGAR";19,81
"3077";1;;;17/8/2017 0:00:00;1;;;;;1;0;"P.M.";0;1;1;1;1;1;0;0;0;1;1;2;"LLEVAR AL HIJO, CASA";21,23
"3077";2;;;17/8/2017 0:00:00;1;;;;;7;45;"A.M.";0;1;1;1;1;1;1;0;0;1;1;2;"TRABAJAR, CASA";21,23
"3077";3;;;17/8/2017 0:00:00;1;;;;;7;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIAR, CASA";21,23
"3078";1;;;18/8/2017 0:00:00;1;;;;;6;0;"A.M.";1;0;0;0;0;0;0;0;0;1;2;2;"ACOMPAÑAR A ALGUIEN, CASA, LLEVAR HIJOS, CASA, ACOMPAÑAR A ALGUIEN, CASA, RECOGER HIJOS, CASA";119,61
"3078";3;;;18/8/2017 0:00:00;1;;;;;6;0;"A.M.";0;1;1;1;1;1;1;0;0;1;2;2;"TRABAJAR, CASA, TRABAJAR, CASA";119,61
"3078";4;;;18/8/2017 0:00:00;1;;;;;12;25;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIAR, CASA";119,61
"3078";5;;;18/8/2017 0:00:00;1;;;;;12;25;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIAR, CASA";119,61
"3079";1;;;19/8/2017 0:00:00;1;;;;;12;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"VERAALGUIEN,HOGAR";3,86
"3079";2;;;19/8/2017 0:00:00;1;;;;;11;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"BUSCARTRABAJO,HOGAR";3,86
"3079";3;;;19/8/2017 0:00:00;1;;;;;3;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COMPRAS,HOGAR";3,86
"3080";2;;;19/8/2017 0:00:00;1;;;;;1;20;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRÁMITES, RECOGER A ALGUIEN, CASA";3,86
"3080";4;;;19/8/2017 0:00:00;1;;;;;6;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJAR, CASA, TRÁMITES, CASA";3,86
"3080";5;;;19/8/2017 0:00:00;1;;;;;11;20;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIAR, BUSCAR A ALGUIEN, CASA";3,86
"3081";2;;;19/8/2017 0:00:00;1;;;;;5;45;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"DEJAR A ALGUIEN, HOGAR, BUSCAR A ALGUIEN, HOGAR";30,46
"3081";3;;;19/8/2017 0:00:00;1;;;;;6;0;"A.M.";0;1;1;1;1;1;1;1;0;2;1;2;"TRABAJO, HOGAR";30,46
"3081";4;;;19/8/2017 0:00:00;1;;;;;5;45;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIAR, HOGAR";30,46
"3082";2;;;15/8/2017 0:00:00;1;;;;;7;30;"A.M.";0;1;1;1;1;1;1;1;0;2;1;2;"LICEO, HOGAR, LICEO, HOGAR, CAI DE POLICÍA, HOGAR";268,88
"3083";1;;;15/8/2017 0:00:00;1;;;;;6;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"BUSCARAALGUIEN,HOGAR";231,64
"3084";4;;;16/8/2017 0:00:00;1;;;;;4;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"GIMNASIO, HOGAR, TABERNA, HOGAR";17,11
"3084";6;;;16/8/2017 0:00:00;1;;;;;11;45;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"INSTITUCIÓN BOYACÁ, HOGAR";17,11
"3085";1;;;16/8/2017 0:00:00;1;;;;;2;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"PARQUE, HOGAR";14,94
"3086";1;;;17/8/2017 0:00:00;1;;;;;3;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;1;"PARQUE BOLIVAR, PROVIDENCIA, HOGAR";12,47
"3086";3;;;17/8/2017 0:00:00;1;;;;;6;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"CENTRO COMERCIAL, HOGAR";12,47
"3087";1;;;17/8/2017 0:00:00;1;;;;;10;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"CENTRO, HOGAR";19,34
"3088";1;;;17/8/2017 0:00:00;1;;;;;7;0;"A.M.";0;1;1;1;1;1;1;1;0;2;2;1;"BARRIO LA VILLA OLIMPICA, HOGAR";19,81
"3088";2;;;17/8/2017 0:00:00;1;;;;;6;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"HOSPITAL UNILIBRE, HOGAR";19,81
"3089";2;;;17/8/2017 0:00:00;1;;;;;6;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIAR, HOGAR";12,68
"3089";3;;;17/8/2017 0:00:00;2;"HOSPITAL SAN JORGE";;"SAN JORGE";"66001";7;0;"A.M.";0;1;1;1;1;1;1;1;0;2;1;2;"HOGAR, TRABAJO";12,68
"3089";4;;;17/8/2017 0:00:00;1;;;;;7;0;"A.M.";0;1;1;1;1;1;1;1;0;2;1;2;"ESTUDIAR, HOGAR";12,68
"3090";1;;;17/8/2017 0:00:00;1;;;;;2;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COMPRAS, HOGAR";12,47
"3090";3;;;17/8/2017 0:00:00;1;;;;;2;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ACOMPAÑAR A ALGUIEN, HOGAR";12,47
"3091";2;;;18/8/2017 0:00:00;1;;;;;8;0;"A.M.";0;1;1;1;1;1;1;1;0;2;1;2;"TRABAJO,HOGAR,TRBAJO,HOGAR";21,12
"3092";3;;;18/8/2017 0:00:00;1;;;;;8;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRAMITE,VERAALGUIEN,HOGAR";27,80
"3093";2;;;17/8/2017 0:00:00;1;;;;;8;0;"A.M.";0;1;1;1;1;1;1;1;0;2;1;2;"TRABAJO,HOGAR";12,25
"3094";1;;;19/8/2017 0:00:00;1;;;;;7;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"MEDICO,HOGAR,TRABAJO";15,63
"3094";2;;;19/8/2017 0:00:00;1;;;;;7;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJO,HOGAR";15,63
"3094";3;;;19/8/2017 0:00:00;1;;;;;10;0;"A.M.";0;1;1;1;1;1;1;0;0;2;1;2;"TRABAJO,HOGAR";15,63
"3094";4;;;19/8/2017 0:00:00;1;;;;;5;5;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"REUNION,HOGAR";15,63
"3095";1;;;19/8/2017 0:00:00;1;;;;;6;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"VERAALGUIEN,HOGAR";15,72
"3095";2;;;19/8/2017 0:00:00;1;;;;;6;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJO,HOGAR";15,72
"3095";3;;;19/8/2017 0:00:00;1;;;;;12;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIAR,HOGAR";15,72
"3096";1;;;18/8/2017 0:00:00;1;;;;;1;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRAMITES,HOGAR";17,78
"3096";2;;;18/8/2017 0:00:00;1;;;;;9;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJAR,TRABAJAR,TRABAJAR,HOGAR";17,78
"3097";1;;;19/8/2017 0:00:00;1;;;;;2;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"RECREACION,HOGAR";125,40
"3098";1;;;19/8/2017 0:00:00;1;;;;;3;0;"P.M.";0;1;1;1;1;0;1;1;0;2;1;2;"RECREACION,HOGAR";113,25
"3099";1;;;16/8/2017 0:00:00;1;;;;;5;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJAR,HOGAR";17,73
"3100";2;;;17/8/2017 0:00:00;1;;;;;2;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRAMITES,HOGAR";78,58
"3100";3;;;17/8/2017 0:00:00;1;;;;;6;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIAR,HOGAR";78,58
"3101";3;;;18/8/2017 0:00:00;1;;;;;2;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"CASETA COMUNAL ANTONIO NARIÑO, HOGAR";7,16
"3102";1;;;18/7/2017 0:00:00;1;;;;;1;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"VISITAR HOGAR, VISITAR, HOGAR";7,58
"3102";2;;;18/7/2017 0:00:00;1;;;;;4;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COMPRAS,HOGAR";7,58
"3102";3;;;18/7/2017 0:00:00;1;;;;;8;0;"A.M.";1;0;0;0;0;0;0;0;0;1;2;2;"TRABAJAR,HOGAR,TRABAJAR,HOGAR";7,58
"3102";4;;;18/7/2017 0:00:00;1;;;;;10;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"CULTO,HOGAR";7,58
"3102";5;;;18/7/2017 0:00:00;1;;;;;6;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COLEGIO,HOGAR";7,58
"3102";7;;;18/7/2017 0:00:00;1;;;;;7;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COMPRAS,HOGAR";7,58
"3102";8;;;18/7/2017 0:00:00;1;;;;;5;30;"A.M.";0;1;1;1;1;1;0;0;0;1;2;2;"TRABAJAR,HOGAR";7,58
"3104";2;;;17/8/2017 0:00:00;1;;;;;7;0;"A.M.";0;1;1;1;1;1;0;0;0;2;1;2;"TRAMITES,HOGAR";210,03
"3104";3;;;17/8/2017 0:00:00;1;;;;;7;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"MEDICO,HOGAR";210,03
"3104";4;;;17/8/2017 0:00:00;1;;;;;5;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJAR,HOGAR";210,03
"3105";1;;;18/8/2017 0:00:00;1;;;;;10;15;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"VISITAR,HOGAR,MEDICO,HOGAR";17,37
"3105";2;;;18/8/2017 0:00:00;1;;;;;8;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJAR,HOGAR";17,37
"3106";2;;;18/8/2017 0:00:00;1;;;;;8;10;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJAR,HOGAR";17,37
"3107";1;;;15/8/2017 0:00:00;1;;;;;3;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRAMITES,HOGAR";42,19
"3108";1;;;16/8/2017 0:00:00;1;;;;;6;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJO,HOGAR";50,47
"3108";3;;;16/8/2017 0:00:00;1;;;;;7;20;"A.M.";0;1;1;1;1;1;1;1;0;2;1;2;"TRABAJO,HOGAR,TRABAJO,HOGAR";50,47
"3109";3;;;16/8/2017 0:00:00;1;;;;;5;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJO,HOGAR";18,87
"3112";1;;;17/8/2017 0:00:00;1;;;;;10;0;"A.M.";0;0;0;0;0;0;0;0;1;1;2;2;"CATEDRAL,CASA,CATEDRA,CEMENTERIO,CATEDRAL,CASA";101,68
"3114";1;;;1/9/2017 0:00:00;1;;;;;7;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"PARQUE INDUSTRIAL,HOGAR";14,60
"3114";2;;;1/9/2017 0:00:00;1;;;;;7;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"PARQUE INDUSTRIAL ,HOGAR";14,60
"3115";1;;;30/8/2017 0:00:00;1;;;;;11;30;"A.M.";0;0;0;0;0;0;0;0;0;2;1;2;"BUSCARAALGUIEN,HOGAR,DEPORTE,HOGAR";133,78
"3115";2;;;30/8/2017 0:00:00;1;;;;;8;10;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRAMITES,HOGAR";133,78
"3115";3;;;30/8/2017 0:00:00;1;;;;;7;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJO,HOGAR";133,78
"3115";4;;;30/8/2017 0:00:00;1;;;;;8;10;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRAMITES,HOGAR";133,78
"3115";5;;;30/8/2017 0:00:00;1;;;;;7;0;"A.M.";0;1;1;1;1;1;1;1;0;2;1;2;"TRABAJO,HOGAR,GYM,HOGAR,CUBA,HOGAR";133,78
"3116";1;;;30/8/2017 0:00:00;1;;;;;12;25;"P.M.";0;1;0;0;0;0;0;0;0;2;2;2;"TRABAJAR,HOGAR,COLEGIO,TRABAJO,COLEGIO,HOGAR";216,92
"3116";2;;;30/8/2017 0:00:00;1;;;;;7;45;"A.M.";0;0;1;1;1;1;1;1;0;2;1;2;"TRABAJO,HOGAR,TRABAJAR,HOGAR";216,92
"3116";3;;;30/8/2017 0:00:00;1;;;;;12;25;"P.M.";0;1;0;0;0;0;0;0;0;2;2;2;"COLEGIO,HOGAR";216,92
"3117";1;;;15/8/2017 0:00:00;1;;;;;6;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COMPRAS,HOGAR,TRAMITES,HOGAR";40,95
"3117";2;;;15/8/2017 0:00:00;1;;;;;8;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJO,HOGAR";40,95
"3117";3;;;15/8/2017 0:00:00;1;;;;;12;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COLEGIO,HOGAR";40,95
"3118";2;;;15/8/2017 0:00:00;1;;;;;8;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"CENTRO,HOGAR";37,65
"3119";1;;;17/8/2017 0:00:00;1;;;;;10;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COMPRAS,HOGAR";23,00
"3119";2;;;17/8/2017 0:00:00;1;;;;;10;0;"A.M.";0;0;0;0;0;0;0;0;1;1;2;2;"COMPRAS,HOGAR";23,00
"3120";2;;;17/8/2017 0:00:00;1;;;;;9;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COMER, HOGAR";23,00
"3121";3;;;19/8/2017 0:00:00;1;;;;;6;0;"A.M.";0;1;1;1;1;1;1;0;0;1;2;2;"TRABAJO,HOGAR";497,10
"3121";4;;;19/8/2017 0:00:00;1;;;;;6;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIAR,HOGAR";497,10
"3122";1;;;19/8/2017 0:00:00;1;;;;;7;0;"A.M.";0;1;1;1;1;1;1;1;0;2;1;2;"GYM,HOGAR,TRABAJO,HOGAR";125,40
"3122";2;;;19/8/2017 0:00:00;1;;;;;10;0;"A.M.";0;1;1;1;1;1;1;1;0;2;1;2;"TRABAJO,HOGAR";125,40
"3123";1;;;15/8/2017 0:00:00;1;;;;;1;0;"P.M.";0;0;0;0;0;0;0;0;1;2;1;2;"TRABAJO,CASA,DEJAR ALGUIEN,CASA";50,47
"3123";2;;;15/8/2017 0:00:00;1;;;;;9;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRAMITE,CASA";50,47
"3123";3;;;15/8/2017 0:00:00;1;;;;;1;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJO,CASA";50,47
"3123";4;;;15/8/2017 0:00:00;1;;;;;7;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"UNIVERSIDAD,CASA";50,47
"3123";5;;;15/8/2017 0:00:00;1;;;;;4;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJO";50,47
"3124";2;;;16/8/2017 0:00:00;1;;;;;11;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRAMITE,CASA";19,44
"3124";3;;;16/8/2017 0:00:00;1;;;;;6;20;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COLEGIO,CASA";19,44
"3124";4;;;16/8/2017 0:00:00;1;;;;;6;20;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COLEGIO,CASA";19,44
"3126";1;;;18/8/2017 0:00:00;1;;;;;6;0;"A.M.";0;1;1;1;1;1;1;0;0;1;1;2;"TRABAJO,CASA";14,62
"3126";2;;;18/8/2017 0:00:00;2;;;;;2;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COMPRAS,HOGAR";14,62
"3127";1;;;18/8/2017 0:00:00;1;;;;;7;0;"A.M.";0;0;0;0;0;0;0;0;1;2;1;2;"TRABAJAR,HOGAR,RECOGER HIJA,HOGAR";58,71
"3127";2;;;18/8/2017 0:00:00;1;;;;;12;15;"P.M.";0;1;1;1;1;1;1;1;0;2;1;2;"DEJAR HIJA,TRABAJAR,HOGAR";58,71
"3127";3;;;18/8/2017 0:00:00;1;;;;;12;15;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIAR,HOGAR";58,71
"3128";1;;;18/8/2017 0:00:00;1;;;;;5;20;"A.M.";0;1;1;1;1;1;1;1;0;2;1;2;"TRABAJAR,VERAALGUIEN,VERAALGUIEN,HOGAT";58,71
"3128";2;;;18/8/2017 0:00:00;1;;;;;4;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"PASEO,HOGAR";58,71
"3131";2;;;18/8/2017 0:00:00;1;;;;;5;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"VER ALGUIEN,HOGAR";7,62
"3131";3;;;18/8/2017 0:00:00;1;;;;;6;10;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COLEGIO,HOGAR";7,62
"3132";1;;;18/8/2017 0:00:00;1;;;;;5;40;"A.M.";0;1;1;1;1;1;1;1;0;2;1;2;"TRABAJAR,HOGAR";7,42
"3132";2;;;18/8/2017 0:00:00;1;;;;;8;0;"A.M.";0;1;1;1;1;1;1;1;0;2;1;2;"ASUSTOSDETRABAJO,HOGAR,LLEVARAALGUIEN,HOGAR";7,42
"3132";4;;;18/8/2017 0:00:00;1;;;;;12;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;1;"ESTUDIAR,HOGAR";7,42
