"FORMULARIO";"B_001";"D_003";"D_004";"D_005";"D_006";"D_006_A";"ZAT_O";"D_007";"D_008";"D_009_HH";"D_009_MM";"D_009_A";"D_010_NO";"D_010L";"D_010M";"D_010Mc";"D_010J";"D_010V";"D_010S";"D_010D";"D_010_Ocasional";"D_011A";"D_011B";"D_011C";"D_012";"F_EXP"
"1486";2;;;2/6/2017 0:00:00;1;;;;;5;30;"A.M.";0;1;1;1;1;1;1;1;0;12;12;12;"natacion,hogar,arboleda,hogar,arboleda,hogar";140,01
"1487";1;;;2/6/2017 0:00:00;1;;;;;9;0;"A.M.";0;1;1;1;0;1;1;1;0;6;2;2;"cerritos,pereira plaza,dosquebradas,hogar,av 30 con 42,hogar";110,91
"1487";2;;;2/6/2017 0:00:00;1;;;;;8;0;"A.M.";0;1;0;1;1;1;1;1;0;6;2;2;"trabajar,volvio a casa,trabajo,tramites,volver a casa";110,91
"1487";3;;;2/6/2017 0:00:00;1;;;;;2;0;"P.M.";0;1;0;1;1;1;1;1;0;6;2;2;"arboleda,dosquebradas,alpes,circunvalar,hogar";110,91
"1489";1;;;2/6/2017 0:00:00;1;;;;;6;30;"a.M.";0;1;1;0;1;1;1;1;0;6;2;2;"trabajo,casa";134,73
"1489";2;;;2/6/2017 0:00:00;1;;;;;8;30;"A.M.";0;1;0;1;1;1;1;1;0;6;2;2;"trabajo,casa";134,73
"1490";1;;;2/6/2017 0:00:00;1;;;;;6;0;"A.M.";0;1;1;1;1;1;1;1;0;1;2;2;"trabajo,casa";85,44
"1490";2;;;2/6/2017 0:00:00;1;;;;;7;0;"A.M.";0;1;1;1;1;1;1;1;0;1;2;2;"deporte,casa,trabajo,casa";85,44
"1490";3;;;2/6/2017 0:00:00;1;;;;;6;20;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"estudiar,casa";85,44
"1490";4;;;2/6/2017 0:00:00;1;;;;;7;30;"A.M.";0;1;1;1;1;1;1;1;0;1;2;2;"recreacion,tramites,casa";85,44
"1491";1;;;2/6/2017 0:00:00;1;;;;;7;0;"A.M.";0;1;1;1;1;1;1;1;0;1;2;2;"trabajo,casa";86,47
"1491";2;;;2/6/2017 0:00:00;1;;;;;10;0;"A.M.";0;1;1;1;1;1;1;1;0;1;2;2;"centro,casa";86,47
"1491";3;;;2/6/2017 0:00:00;1;;;;;6;0;"A.M.";0;1;1;1;1;1;1;1;0;1;2;2;"trabajo,casa";86,47
"1494";2;;;2/6/2017 0:00:00;1;;;;;9;30;"A.M.";0;0;0;0;0;0;0;0;1;1;2;2;"desayunor,oficina,almorzar,oficina,hogar";101,01
"1494";3;;;2/6/2017 0:00:00;1;;;;;7;25;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"estudiar,hogar";101,01
"1494";4;;;2/6/2017 0:00:00;1;;;;;9;30;"A.M.";0;1;1;1;1;0;1;1;0;1;2;2;"desayunar,oficina,arboleda,oficina,almorzar,oficina,universidad,hogar";101,01
"1495";1;;;2/6/2017 0:00:00;1;;;;;6;30;"A.M.";0;1;1;1;1;1;0;0;0;1;2;2;"trabajar,casa,trabajar,hogar";43,74
"1495";2;;;8/6/2017 0:00:00;1;;;;;6;0;"A.M.";0;1;1;1;1;1;0;0;0;1;2;2;"megacentro pinares,casa";43,74
"1495";3;;;2/6/2017 0:00:00;1;;;;;6;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"estudiar,casa";43,74
"1496";1;;;2/6/2017 0:00:00;1;;;;;7;0;"A.M.";0;1;1;1;1;1;0;0;0;1;2;2;"trabajar,casa";65,36
"1496";2;;;8/6/2017 0:00:00;1;;;;;7;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"idime,casa";65,36
"1497";1;;;7/6/2017 0:00:00;1;;;;;9;0;"A.M.";0;0;0;0;0;0;0;0;1;2;3;2;"estudiar,hogar";19,18
"1497";2;;;7/6/2017 0:00:00;1;;;;;6;30;"A.M.";0;1;0;1;1;1;1;1;0;2;6;2;"trabajo,almorzar,trabajo,hogar";19,18
"1498";1;;;3/6/2017 0:00:00;1;;;;;1;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"estudiar,casa";19,68
"1498";3;;;3/6/2017 0:00:00;1;;;;;7;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"estudiar,casa";19,68
"1498";4;;;3/6/2017 0:00:00;1;;;;;6;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"estudiar,casa";19,68
"1499";1;;;3/6/2017 0:00:00;1;;;;;7;30;"A.M.";0;0;1;0;0;0;1;1;0;8;2;2;"trabaja,estudio,casa";19,68
"1499";2;;;3/6/2017 0:00:00;1;;;;;9;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"medico,casa";19,68
"1499";3;;;3/6/2017 0:00:00;1;;;;;8;0;"A.M.";0;1;0;1;1;1;0;0;0;3;2;2;"trabajo,casa";19,68
"1500";1;;;6/6/2017 0:00:00;2;"aeropuerto";;"aeropuerto matecaña";"66001";9;40;"P.M.";0;1;1;1;1;1;1;0;0;1;2;2;"casa";98,44
"1500";2;;;6/6/2017 0:00:00;2;"aeropuerto";;"aeropuerto mateca";"66001";9;40;"P.M.";0;0;0;0;0;0;0;0;1;3;2;2;"hogar";98,44
"1500";3;;;6/6/2017 0:00:00;1;;;;;11;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"tienda,casa,recreacion,casa";98,44
"1501";1;;;27/5/2017 0:00:00;1;;;;;7;0;"A.M.";0;1;1;1;1;1;1;1;0;1;2;2;"BUSCAR  ALGUIEN,TRABAJO,BUSCAR ALGO,HOGAR";105,46
"1501";2;;;27/5/2017 0:00:00;1;;;;;7;0;"A.M.";1;0;0;0;0;0;0;0;0;12;12;12;"VER ALGUIEN,HOGAR";105,46
"1502";1;;;30/5/2017 0:00:00;1;;;;;8;30;"A.M.";0;1;1;1;1;1;1;1;0;5;11;10;"LLEVAR ALGUIEN,TRABAJO,TRABAJO,COMMER ALGO,HOGAR,RECOGER ALGUIEN,HOGAR";22,69
"1502";2;;;30/5/2017 0:00:00;1;;;;;8;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJAR,ALMORZAR,TRABAJO,HOGAR";22,69
"1502";3;;;30/5/2017 0:00:00;1;;;;;7;15;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIO,HOGAR";22,69
"1503";2;;;28/7/2017 0:00:00;1;;;;;9;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"tramites,treamites,horgar";54,95
"1504";1;;;6/6/2017 0:00:00;1;;;;;6;30;"A.M.";0;0;0;0;0;0;0;0;1;3;6;2;"dejar la hija en el colegio,trabajo,casa";98,02
"1504";2;;;6/6/2017 0:00:00;1;;;;;6;30;"A.M.";0;1;0;1;1;1;1;1;0;6;2;2;"llevar hija,dejar esposo,trabajo,recoger alguien,casa";98,02
"1504";3;;;6/6/2017 0:00:00;1;;;;;4;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"salonde belleza,ver alguien,casa";98,02
"1504";4;;;6/6/2017 0:00:00;1;;;;;6;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"estudiar,casa,salon de belleza,ver alguien,casa";98,02
"1505";1;;;6/6/2017 0:00:00;1;;;;;6;0;"A.M.";0;0;0;0;0;0;0;0;1;8;2;2;"medico,casa";79,98
"1505";3;;;6/6/2017 0:00:00;1;;;;;7;45;"A.M.";0;1;1;1;1;1;1;0;0;1;2;2;"trabajo,casa,trabajo,casa";79,98
"1506";1;;;6/6/2017 0:00:00;1;;;;;6;25;"A.M.";0;1;1;1;1;1;0;0;0;1;2;2;"colegio llevar niños,trabajo,coelgio,hogar,trabajo,hogar";65,16
"1506";2;;;6/6/2017 0:00:00;1;;;;;6;15;"A.M.";1;0;0;0;0;0;0;0;0;8;2;2;"colegio,trabajo,coelgio,hogar";65,16
"1506";3;;;6/6/2017 0:00:00;1;;;;;6;15;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"colegio,hogar";65,16
"1506";4;;;6/6/2017 0:00:00;1;;;;;6;15;"A.M.";0;0;0;0;0;0;0;0;0;2;2;2;"colegio,hogar";65,16
"1506";5;;;6/6/2017 0:00:00;1;;;;;6;15;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"colegio,hogar";65,16
"1506";6;;;6/6/2017 0:00:00;1;;;;;9;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"visitar amigo,casa";65,16
"1507";1;;;6/6/2017 0:00:00;1;;;;;6;30;"A.M.";0;1;0;1;1;1;1;1;0;1;2;2;"llevar hijo colegio,hogar,tramites,finca,recoger hijo,hogar";83,16
"1507";3;;;6/6/2017 0:00:00;1;;;;;6;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"colegio,hogar";83,16
"1507";4;;;6/6/2017 0:00:00;1;;;;;6;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"colegio hogar";83,16
"1508";1;;;6/6/2017 0:00:00;1;;;;;7;30;"A.M.";0;0;0;0;0;0;0;0;1;1;2;2;"trabajo,hogar";66,79
"1508";2;;;6/6/2017 0:00:00;1;;;;;7;30;"P.M.";0;0;0;0;0;0;0;0;1;1;2;2;"visitar alguien ,hogar";66,79
"1509";1;;;7/6/2017 0:00:00;1;;;;;7;0;"A.M.";0;0;0;0;0;0;0;0;1;8;2;2;"trabajo,hogar,trabajo,hogar,compras,hogar";60,18
"1509";2;;;7/6/2017 0:00:00;1;;;;;5;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"compras,hogar,gym,hogar";60,18
"1510";1;;;6/6/2017 0:00:00;1;;;;;4;0;"P.M.";1;0;0;0;0;0;0;0;0;12;2;2;"tramites,hogar,partido de futbol,volvio,hogar";84,31
"1510";2;;;6/6/2017 0:00:00;1;;;;;8;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"trabajar,volver casa";84,31
"1511";1;;;6/6/2017 0:00:00;1;;;;;8;0;"A.M.";0;1;1;1;0;1;1;1;0;6;12;8;"llevar alguien,trabajar,recoger esposa,volver a casa,llevar esposa,trabajar,recoger esposa,hogar";88,55
"1511";2;;;6/6/2017 0:00:00;1;;;;;8;0;"A.M.";0;0;0;0;0;0;0;0;1;3;2;10;"trabajo,almorzar,trabajo,volver casa";88,55
"1512";2;;;7/6/2017 0:00:00;1;;;;;7;0;"A.M.";0;1;1;1;1;1;1;1;0;1;2;2;"trabajo,casa";15,08
"1513";1;;;7/6/2017 0:00:00;1;;;;;8;0;"A.M.";0;1;1;1;0;1;1;1;0;6;2;2;"ver a esposa clinica,casa";23,29
"1514";1;;;7/6/2017 0:00:00;1;;;;;7;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"centro compras,casa,compras,casa";10,97
"1515";2;;;8/6/2017 0:00:00;1;;;;;8;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"hijo jardin,casa,centro,jardin,casa";23,29
"1516";2;;;7/6/2017 0:00:00;1;;;;;2;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ver alguien,casa";60,18
"1517";1;;;9/6/2017 0:00:00;1;;;;;11;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"aeropuerto,casa,cerritos campestre,casa";40,77
"1517";2;;;9/6/2017 0:00:00;1;;;;;11;0;"A.M.";1;0;0;0;0;0;0;0;0;6;2;2;"aeropuerto,casa,cerritos,casa";40,77
"1519";1;;;10/6/2017 0:00:00;2;;;"el naranjo";"el aguila valle del cauca";12;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"volver a casa";51,55
"1519";2;;;10/6/2017 0:00:00;1;;;;;6;30;"A.M.";0;1;1;1;0;1;1;1;0;6;2;2;"trabajo,casa";51,55
"1519";3;;;10/6/2017 0:00:00;1;;;;;2;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"centro,casa";51,55
"1520";1;;;6/6/2017 0:00:00;1;;;;;6;30;"A.M.";0;1;0;1;0;1;0;1;0;1;2;2;"medico,suegro,cosmitet,hogar";98,36
"1520";2;;;6/6/2017 0:00:00;1;;;;;6;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"medico,padre,nueva eps,hogar";98,36
"1520";4;;;6/6/2017 0:00:00;1;;;;;7;0;"A.M.";0;1;1;1;1;1;1;0;0;1;2;2;"pijao,hogar";98,36
"1522";1;;;6/6/2017 0:00:00;1;;;;;7;0;"A.M.";0;1;1;1;1;1;1;1;0;1;1;2;"trabajar,hogar";98,24
"1522";2;;;6/6/2017 0:00:00;1;;;;;9;0;"A.M.";0;1;1;1;1;1;1;1;0;1;2;2;"trabajar,hogar";98,24
"1522";3;;;6/6/2017 0:00:00;1;;;;;7;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"estudiar,hogar";98,24
"1524";1;;;2/8/2017 0:00:00;1;;;;;9;0;"A.M.";0;1;1;1;1;1;1;0;0;1;1;2;"trabajar,volver a casa";57,13
"1524";2;;;2/8/2017 0:00:00;1;;;;;4;0;"P.M.";0;0;0;0;0;0;0;0;1;1;1;2;"llevar mercancia,llevar mercancia,volver a casa";57,13
"1525";2;;;1/8/2017 0:00:00;1;;;;;1;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJO,HOGAR";51,42
"1526";1;;;3/8/2017 0:00:00;1;;;;;12;20;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"buscar dejar alguien,hogar,buscar dejar alguien,volver a casa";41,56
"1526";2;;;3/8/2017 0:00:00;1;;;;;6;40;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"trabajar,hogar";41,56
"1526";3;;;3/8/2017 0:00:00;1;;;;;12;20;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"estudiar,hogar";41,56
"1527";1;;;2/8/2017 0:00:00;1;;;;;5;30;"P.M.";0;1;1;1;1;1;1;0;0;2;1;2;"trabajar";57,13
"1528";2;;;2/8/2017 0:00:00;1;;;;;7;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"trabajo,casa";50,93
"1529";1;;;3/8/2017 0:00:00;1;;;;;5;30;"A.M.";0;1;1;1;1;1;1;0;0;2;1;2;"trabajar,buscar dejar algo,hogar,trabajar,trabajar,casa";24,59
"1529";3;;;3/8/2017 0:00:00;1;;;;;9;0;"A.M.";0;1;1;1;1;1;1;1;0;2;1;2;"trabajar,hogar";24,59
"1529";4;;;3/8/2017 0:00:00;1;;;;;7;45;"A.M.";0;1;1;1;1;1;1;0;0;2;1;2;"trabajo,hogar,trabajo,hogar";24,59
"1529";5;;;3/8/2017 0:00:00;1;;;;;12;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"estudiar,hogar";24,59
"1530";2;;;2/8/2017 0:00:00;1;;;;;9;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"cll 30cra 5,villa olimpica,casa";66,00
"1530";3;;;2/8/2017 0:00:00;1;;;;;6;0;"A.M.";0;1;1;1;1;1;1;1;0;1;2;2;"estudiar,casa";66,00
"1531";1;;;26/7/2017 0:00:00;1;;;;;8;0;"A.M.";0;1;1;1;1;1;0;0;0;1;2;2;"llevar hija,hogar,reocger hija,compras,hogar,salir a comer,hogar";505,65
"1531";2;;;26/7/2017 0:00:00;1;;;;;1;30;"P.M.";1;0;0;0;0;0;0;0;0;10;2;2;"llevar nieto,hogar,recoger nieto,hogar,salir a comer ,hogar";505,65
"1531";3;;;26/7/2017 0:00:00;1;;;;;8;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"trabajo,compras,hogar,salir a comer,hogar";505,65
"1531";4;;;26/7/2017 0:00:00;1;;;;;8;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"salir a comer,hogar";505,65
"1532";1;;;26/7/2017 0:00:00;1;;;;;7;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"trabajar,hogar";234,41
"1532";3;;;26/7/2017 0:00:00;1;;;;;6;0;"A.M.";0;1;1;1;1;1;0;0;0;1;10;2;"trabajar,hogar";234,41
"1532";4;;;26/7/2017 0:00:00;1;;;;;6;0;"A.M.";0;1;1;1;1;1;0;0;0;1;10;2;"trabajo esposa,trabajo,hogar";234,41
"1533";1;;;26/7/2017 0:00:00;1;;;;;5;0;"A.M.";0;1;1;1;1;1;1;0;0;10;1;2;"hacia el trabajo,terapia,hogar";107,75
"1533";3;;;26/7/2017 0:00:00;1;;;;;5;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"estudiar,hogar";107,75
"1534";1;;;25/7/2017 0:00:00;1;;;;;8;5;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"llervar hijo,volver a casa, recoger hijo,volver a casa";26,89
"1535";1;;;27/6/2017 0:00:00;1;;;;;9;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"buscar trabajo,al hogar";62,05
"1536";1;;;27/7/2017 0:00:00;1;;;;;6;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"llevar nieta,hogar,ejercicio,hogar,recoger nieta,hogar,llevar nieta al medico,hogar";48,41
"1536";2;;;27/7/2017 0:00:00;1;;;;;7;0;"A.M.";0;1;1;1;1;1;1;1;0;2;1;2;"trabajar,casa";48,41
"1536";3;;;27/7/2017 0:00:00;1;;;;;6;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"estudiar,casa,medico,casa";48,41
"1537";2;;;27/7/2017 0:00:00;1;;;;;11;0;"A.M.";0;1;1;1;1;1;1;1;0;9;9;2;"viajo a caicedonia,hogar";36,31
"1537";3;;;27/7/2017 0:00:00;1;;;;;12;30;"P.M.";0;0;0;1;0;1;0;0;0;2;1;2;"trabajar,casa,los olivos,hogar";36,31
"1537";4;;;27/7/2017 0:00:00;1;;;;;11;0;"A.M.";1;0;0;0;0;0;0;0;0;9;2;2;"viajo a caicedonia,hogar";36,31
"1538";1;;;26/7/2017 0:00:00;1;;;;;6;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ANSERMA,HOGAR";104,05
"1538";2;;;26/7/2017 0:00:00;1;;;;;6;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ANSERMA,HOGAR";104,05
"1540";1;;;25/7/2017 0:00:00;1;;;;;5;0;"A.M.";1;0;0;0;0;0;0;0;0;2;12;12;"trabajar,hogar";29,82
"1540";2;;;25/7/2017 0:00:00;1;;;;;10;0;"A.M.";1;0;0;0;0;0;0;0;0;2;10;10;"hospital,hogar";29,82
"1540";3;;;25/7/2017 0:00:00;1;;;;;4;30;"P.M.";0;1;1;1;1;1;1;1;0;2;1;10;"trabajar";29,82
"1540";4;;;25/7/2017 0:00:00;1;;;;;3;30;"P.M.";0;0;0;0;0;0;0;0;1;2;10;10;"medico,hogar";29,82
"1541";1;;;25/7/2017 0:00:00;1;;;;;9;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"tramites,hogar";35,99
"1542";1;;;25/7/2017 0:00:00;1;;;;;7;0;"A.M.";0;1;1;1;1;1;0;0;0;2;1;2;"GYM,VISITA A LA MAMA,HOGAR";35,99
"1542";2;;;25/7/2017 0:00:00;1;;;;;7;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJO,HOGAR";35,99
"1543";1;;;25/7/2017 0:00:00;1;;;;;9;0;"A.M.";0;1;1;1;1;1;1;1;0;2;1;2;"TIENDA,HOGAR";33,70
"1544";1;;;26/7/2017 0:00:00;1;;;;;8;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"trabajo,casa";39,83
"1544";2;;;26/7/2017 0:00:00;1;;;;;7;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"sisben,alcaldia,parque lago,parque bolivar,dosquebradas,hogar";39,83
"1544";3;;;26/7/2017 0:00:00;1;;;;;6;20;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"colegio,hogar,trabajo,hogar";39,83
"1545";1;;;26/7/2017 0:00:00;1;;;;;2;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"centro cuba,casa";23,46
"1546";2;;;26/7/2017 0:00:00;1;;;;;8;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"tienda,hogar";23,46
"1547";2;;;27/7/2017 0:00:00;1;;;;;9;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"trabajo,hogar";28,61
"1548";1;;;27/7/2017 0:00:00;1;;;;;7;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"super mercado,hogar";37,14
"1548";3;;;27/7/2017 0:00:00;1;;;;;11;40;"A.M.";1;0;0;0;0;0;0;0;0;2;1;2;"paradero,hogar";37,14
"1548";4;;;4/8/2017 0:00:00;1;;;;;6;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"colegio,hogar";37,14
"1548";5;;;4/8/2017 0:00:00;1;;;;;6;0;"A.M.";0;1;0;1;1;1;1;0;0;2;6;2;"trabajo,hogar";37,14
"1549";1;;;28/7/2017 0:00:00;1;;;;;2;0;"P.M.";0;0;0;0;0;0;0;0;1;2;1;2;"trabajar,trabajar,hogar";19,21
"1549";2;;;28/7/2017 0:00:00;1;;;;;9;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"tienda,hogar";19,21
"1549";3;;;28/7/2017 0:00:00;1;;;;;12;55;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"colegio,hogar";19,21
"1551";1;;;27/7/2017 0:00:00;1;;;;;5;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"compras,volver a casa";271,73
"1551";2;;;27/7/2017 0:00:00;1;;;;;6;15;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"trabajar,vovler a casa";271,73
"1552";1;;;28/7/2017 0:00:00;1;;;;;5;30;"P.M.";0;1;1;1;1;1;1;1;0;2;1;2;"TRABAJO,HOGAR";2,29
"1552";2;;;28/7/2017 0:00:00;1;;;;;6;55;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COLEGIO,CASA,SALUD,CASA";2,29
"1552";3;;;28/7/2017 0:00:00;1;;;;;6;55;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COLEGIO,CASA";2,29
"1553";1;;;28/7/2017 0:00:00;1;;;;;10;0;"A.M.";0;0;0;0;0;0;0;0;1;2;2;2;"de compras,volver a casa,sena san nicolas,volver a casa";87,88
"1554";1;;;29/7/2017 0:00:00;1;;;;;5;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;10;"TRABAJO,HOGAR,TRABAJO,HOGAR";23,47
"1554";2;;;29/7/2017 0:00:00;1;;;;;6;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;10;"RECREACION,HOGAR,RECOGER A ALGUIEN,CASA";23,47
"1554";3;;;29/7/2017 0:00:00;1;;;;;6;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;10;"ESTUDIO,CASA";23,47
"1554";4;;;29/7/2017 0:00:00;1;;;;;6;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;10;"RECREACION,CASA,ESTUDIO,HOGAR";23,47
"1555";1;;;29/7/2017 0:00:00;1;;;;;5;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"trabajar,volver a casa,trabajr,volver a casa";41,52
"1555";3;;;29/7/2017 0:00:00;1;;;;;6;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"visitar a alguien,volver a casa";41,52
"1556";1;;;29/7/2017 0:00:00;1;;;;;3;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"de compras,hogar";43,58
"1556";2;;;29/7/2017 0:00:00;1;;;;;3;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"de compras,volver al hogar";43,58
"1556";3;;;29/7/2017 0:00:00;1;;;;;1;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"gobernacion,volvio a casa";43,58
"1557";3;;;29/7/2017 0:00:00;1;;;;;8;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"tienda,casa,tienda,casa";43,58
"1558";1;;;1/8/2017 0:00:00;1;;;;;7;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"DILIGENCIAS,HOGAR";28,07
"1558";2;;;1/8/2017 0:00:00;1;;;;;5;15;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJO,CASA";28,07
"1559";1;;;1/8/2017 0:00:00;1;;;;;6;30;"A.M.";0;1;1;1;1;1;1;1;0;1;1;2;"CENTRO,HOGAR,CENTRO,HOGAR";53,67
"1560";1;;;2/8/2017 0:00:00;1;;;;;3;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"centro,hogar";41,46
"1560";2;;;2/8/2017 0:00:00;2;"33 con 10 por el sindicato de trabajo";;"centro";"66001";7;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"vovler al hogar,trabajo";41,46
"1561";1;;;27/7/2017 0:00:00;1;;;;;7;35;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"trabajo,hogar";1135,38
"1561";2;;;27/7/2017 0:00:00;1;;;;;7;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"trabajo,recoger a la hija,hogar";1135,38
"1561";4;;;27/7/2017 0:00:00;1;;;;;6;30;"A.M.";0;0;0;0;0;0;0;0;1;2;2;1;"trabajar,hogar,trabajar,hogar";1135,38
"1562";1;;;27/7/2017 0:00:00;1;;;;;6;0;"A.M.";0;1;1;1;1;1;0;0;0;1;2;2;"transporte de niños,hogar,transporte niños,hogar";454,91
"1563";1;;;28/7/2017 0:00:00;1;;;;;5;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"trabajo,hogar";80,46
"1563";2;;;28/7/2017 0:00:00;1;;;;;7;0;"A.M.";0;0;0;0;0;0;0;0;1;2;2;1;"trabajo,hogar";80,46
"1563";3;;;28/7/2017 0:00:00;1;;;;;6;30;"A.M.";0;0;0;0;0;0;0;0;1;2;2;1;"estudio,hogar";80,46
"1564";1;;;3/6/2017 0:00:00;1;;;;;9;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ver alguien,casa";79,55
"1565";1;;;31/5/2017 0:00:00;1;;;;;3;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"compras, terminal,casa";48,49
"1565";2;;;31/5/2017 0:00:00;1;;;;;4;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"pereira,casa";48,49
"1565";3;;;31/5/2017 0:00:00;1;;;;;11;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ver alguien ,casa";48,49
"1567";1;;;31/5/2017 0:00:00;1;;;;;8;0;"A.M.";0;0;0;0;0;0;0;0;1;1;2;2;"atecion en salud,hogar";49,03
"1567";2;;;31/5/2017 0:00:00;1;;;;;11;0;"A.M.";0;1;1;1;1;1;0;0;0;1;2;2;"trabajar,hogar";49,03
"1568";1;;;29/7/2017 0:00:00;1;;;;;8;0;"A.M.";0;1;1;1;1;1;1;1;0;2;1;2;"trabajo,hogar,visita";12,41
"1568";2;;;29/7/2017 0:00:00;1;;;;;9;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"visitar familiar";12,41
"1568";3;;;29/7/2017 0:00:00;1;;;;;5;15;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"colegio,hogar,visita";12,41
"1570";3;;;31/5/2017 0:00:00;1;;;;;6;10;"A.M.";1;0;0;0;0;0;0;0;0;2;2;1;"a estudiar,vuelve a casa";48,49
"1571";3;;;31/5/2017 0:00:00;1;;;;;7;0;"A.M.";0;1;1;1;1;1;0;0;0;1;2;2;"clinica rosales,casa";34,76
